Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
129,129,0,836,5028,-542,-5060,206,5060,76,-5044,-8,24,-28,-24,8,-24,6,-4,5192,-348,-5200,-38,5192,298,-5184,-708,24,4,8,-22,8,4,-26,-6,0
130,130,0,-400,5044,738,-4980,-1066,4914,1386,-4784,8,-8,6,26,24,8,-12,10,5144,978,-5072,-1350,5016,1628,-4928,-1978,8,4,8,-6,-8,36,8,-6,0
131,131,0,-1706,4670,1994,-4556,-2286,4434,2530,-4240,-24,8,-12,10,-8,-8,22,-20,4784,2250,-4648,-2562,4464,2784,-4292,-3108,-8,20,-10,-6,-8,-24,-10,12,0
132,132,0,-2870,4066,3048,-3864,-3342,3664,3584,-3414,24,8,6,-4,-8,-8,6,10,4106,3382,-3904,-3678,3676,3958,-3482,-4126,-8,20,-10,-22,-24,-42,-10,12,0
133,133,0,-3812,3176,4036,-2946,-4258,2682,4372,-2402,8,24,22,-4,-24,-8,-12,-40,3204,4286,-2958,-4514,2654,4686,-2376,-4846,24,-14,8,28,-8,-42,-10,12,0
134,134,0,-4530,2072,4698,-1804,-4810,1492,4874,-1260,8,-24,-28,10,8,-8,-12,10,2078,4954,-1810,-5060,1488,5190,-1152,-5224,-24,-24,-10,12,-8,4,-10,12,0
135,135,0,-5022,898,5074,-586,-5134,308,5138,58,8,8,6,10,-24,24,-28,26,840,5320,-512,-5306,138,5370,148,-5346,24,-42,-10,-6,-8,4,24,28,0
136,136,0,-5182,-330,5138,698,-5086,-984,5024,1310,8,24,6,-24,-40,8,6,10,-490,5320,796,-5256,-1106,5190,1434,-5044,-8,4,-26,12,-8,-24,-44,12,0
137,137,0,-4970,-1592,4874,1944,-4738,-2180,4618,2452,-8,-24,6,10,24,-8,-12,10,-1736,4972,2016,-4880,-2376,4636,2622,-4514,8,4,8,12,24,4,8,28,0
138,138,0,-4466,-2712,4244,3052,-4068,-3258,3856,3484,8,-8,-12,-4,-24,-24,-12,-4,-2944,4336,3176,-4110,-3432,3852,3664,-3640,-24,-24,24,-6,-40,4,-10,-22,0
139,139,0,-3662,-3724,3440,3954,-3190,-4128,2920,4318,8,-8,-12,26,8,-8,-12,10,-3864,3366,4118,-3140,-4286,2784,4452,-2546,-40,-14,24,28,-40,4,8,-6,0
140,140,0,-2670,-4446,2400,4624,-2096,-4740,1810,4862,8,-8,6,26,8,8,-12,-4,-4636,2234,4730,-1994,-4892,1594,4970,-1366,8,-24,24,28,-24,4,-10,28,0
141,141,0,-1498,-4968,1128,5014,-874,-5062,562,5078,-24,24,-12,10,-24,24,-12,10,-5044,928,5126,-692,-5172,264,5190,12,40,-42,-10,-6,8,20,8,12,0
142,142,0,-224,-5078,-102,5078,420,-5046,-742,4998,-8,-8,-12,26,8,8,6,10,-5172,-364,5190,622,-5124,-1062,5110,1320,56,4,-44,44,8,-42,24,-6,0
143,143,0,1060,-4952,-1370,4800,1690,-4708,-1968,4560,-8,8,22,10,-8,8,22,-4,-4996,-1710,4906,1948,-4764,-2290,4602,2556,-8,4,-10,12,-8,20,-10,-6,0
144,144,0,2280,-4446,-2538,4240,2858,-4098,-3110,3880,8,8,6,10,-24,8,-44,-24,-4492,-2860,4324,3182,-4110,-3410,3936,3640,-24,-24,-44,-6,-40,4,8,-6,0
145,145,0,3358,-3644,-3580,3436,3798,-3164,-3954,2956,8,24,-44,-24,8,8,-12,10,-3656,-3926,3464,4104,-3168,-4292,2976,4508,-40,-42,-10,-6,24,-24,-10,12,0
146,146,0,4196,-2650,-4374,2404,4522,-2118,-4742,1832,8,40,-12,26,24,24,6,-20,-2696,-4682,2368,4824,-2074,-4944,1786,5054,-56,4,-26,-6,-88,4,-10,-22,0
147,147,0,4778,-1528,-4918,1182,5010,-936,-5088,570,-8,8,22,-4,-24,-8,-12,-24,-1432,-5204,1156,5242,-842,-5318,524,5340,-56,-14,-26,28,-8,-14,-10,-22,0
148,148,0,5106,-298,-5152,-36,5138,340,-5096,-718,8,8,6,-40,-8,8,-12,10,-172,-5336,-122,5308,490,-5270,-776,5242,-24,20,8,12,-40,4,8,-6,0
149,149,0,5090,978,-5048,-1324,4978,1628,-4854,-1900,-24,40,-12,-24,40,8,6,-24,1080,-5220,-1360,5020,1712,-4944,-2034,4856,-24,-14,-10,28,8,4,-26,-6,0
150,150,0,4730,2170,-4598,-2498,4458,2698,-4294,-3042,8,8,6,-24,40,-8,22,10,2398,-4682,-2600,4542,2932,-4276,-3146,4104,-24,-24,-26,-6,8,-14,-10,-6,0
151,151,0,4068,3258,-3858,-3514,3638,3712,-3420,-3928,8,-24,6,-40,8,-24,-28,10,3484,-3878,-3642,3624,3914,-3378,-4128,3182,-8,-14,8,-22,8,4,-44,12,0
152,152,0,3198,4128,-2966,-4302,2650,4480,-2376,-4588,24,8,-28,10,56,8,22,10,4320,-2860,-4484,2572,4624,-2256,-4816,1988,-8,-42,24,-6,-8,20,-10,12,0
153,153,0,2088,4740,-1824,-4852,1482,4882,-1186,-4964,8,-8,22,-4,8,-8,-44,26,4904,-1694,-4992,1320,5080,-1030,-5184,672,-24,-14,-10,12,-56,-14,-10,-6,0
154,154,0,836,5044,-526,-5076,190,5060,108,-5060,-24,8,6,-4,-24,-8,-12,-40,5160,-282,-5184,28,5224,330,-5184,-642,8,20,-26,-22,24,-14,24,-22,0
155,155,0,-464,5044,722,-4964,-1066,4866,1370,-4784,8,-8,22,10,24,8,22,-4,5144,962,-5072,-1318,5048,1660,-4944,-1978,8,-14,-26,-38,40,-14,-10,-6,0
156,156,0,-1674,4724,1994,-4556,-2270,4418,2546,-4256,8,8,22,26,-8,-8,6,10,4752,2250,-4664,-2546,4480,2832,-4308,-3108,-8,20,-10,-6,8,-30,24,-6,0
157,157,0,-2838,4082,3064,-3864,-3342,3664,3584,-3414,8,-8,22,-40,-24,8,-12,10,4122,3382,-3904,-3640,3740,3942,-3434,-4094,-8,20,-10,28,-24,-14,-26,-6,0
158,158,0,-3812,3176,4052,-2914,-4226,2682,4372,-2386,-24,-8,-12,10,8,-8,22,10,3220,4336,-2926,-4548,2686,4702,-2376,-4846,-8,4,42,-6,-24,20,8,12,0
159,159,0,-4514,2088,4714,-1804,-4826,1492,4874,-1228,8,40,22,10,8,24,22,-4,2078,5004,-1778,-5110,1440,5222,-1136,-5224,56,4,-10,-22,24,20,-10,-6,0
160,160,0,-4986,884,5040,-556,-5086,260,5122,74,24,8,-12,10,24,24,-12,-4,856,5354,-512,-5306,202,5354,132,-5306,-8,20,-10,28,-40,-14,-10,-6,0
161,161,0,-5134,-330,5090,746,-5070,-1000,5024,1326,8,-8,22,-40,8,-8,38,-4,-474,5320,812,-5240,-1154,5222,1418,-5076,-40,4,-10,-6,40,-14,24,28,0
162,162,0,-4938,-1638,4890,1944,-4722,-2228,4618,2452,24,8,-28,10,-8,40,22,-4,-1752,4954,2000,-4814,-2392,4686,2622,-4530,-40,4,-26,-6,-56,54,-10,-6,0
163,163,0,-4450,-2712,4276,3036,-4100,-3274,3884,3478,-8,-8,6,10,-8,-24,-28,10,-2912,4352,3176,-4144,-3464,3870,3664,-3624,-24,20,-10,12,-56,-24,-10,-6,0
164,164,0,-3710,-3724,3424,3954,-3174,-4160,2952,4318,24,8,6,26,-24,-8,-12,26,-3880,3348,4102,-3124,-4318,2816,4484,-2578,8,20,-10,-6,-8,20,24,12,0
165,165,0,-2638,-4446,2400,4640,-2096,-4740,1762,4800,8,-24,-12,10,8,-24,-12,-24,-4636,2218,4746,-1978,-4876,1562,4954,-1350,8,36,24,-6,40,-14,-26,28,0
166,166,0,-1514,-4918,1178,4998,-874,-5030,530,5062,40,24,6,-4,8,40,6,-4,-5092,912,5126,-692,-5172,314,5222,28,-24,-14,-10,44,-24,4,8,28,0
167,167,0,-224,-5094,-86,5078,436,-5030,-742,4982,40,24,-12,-20,8,8,-12,10,-5188,-382,5190,622,-5156,-1030,5098,1336,-72,20,-10,12,-8,4,8,-6,0
168,168,0,1060,-4902,-1386,4800,1690,-4676,-2000,4624,-24,-8,6,-4,24,8,-12,-4,-4996,-1694,4890,1974,-4780,-2322,4602,2572,8,-24,24,12,-40,20,24,-6,0
169,169,0,2292,-4414,-2538,4256,2810,-4098,-3062,3864,8,-8,6,-40,8,-8,6,10,-4508,-2912,4324,3140,-4142,-3410,3952,3658,-40,-24,8,-6,-40,-14,-10,12,0
170,170,0,3310,-3628,-3580,3420,3782,-3196,-3986,2988,8,-8,6,10,8,-24,-28,-20,-3720,-3894,3480,4104,-3200,-4342,2992,4492,-8,4,24,-6,8,36,-44,-22,0
171,171,0,4196,-2680,-4390,2404,4522,-2102,-4662,1832,8,-8,6,10,24,-8,-28,-4,-2664,-4682,2392,4840,-2090,-4966,1770,5070,-8,4,8,-22,-40,4,24,-6,0
172,172,0,4794,-1528,-4918,1166,4978,-936,-5072,570,-8,8,-12,-4,-8,-8,6,10,-1480,-5204,1172,5258,-842,-5368,540,5308,-8,-24,8,-6,-24,20,-10,-22,0
173,173,0,5106,-282,-5152,-52,5106,356,-5128,-686,-8,-24,-44,10,-8,-8,22,-4,-204,-5336,-138,5308,474,-5336,-808,5276,8,-24,24,12,-8,36,-10,12,0
174,174,0,5074,946,-5048,-1340,4962,1612,-4854,-1948,-8,24,6,-24,-8,8,-12,10,1112,-5204,-1360,5070,1742,-4944,-2034,4824,40,4,-26,-6,40,-14,-10,28,0
175,175,0,4682,2136,-4582,-2498,4442,2698,-4326,-3010,40,8,6,10,8,8,6,-40,2366,-4682,-2600,4508,2932,-4326,-3146,4120,-8,20,-10,-6,-8,20,8,12,0
176,176,0,4100,3258,-3874,-3478,3670,3696,-3420,-3896,-8,-24,6,26,24,-8,6,-4,3436,-3878,-3664,3640,3914,-3394,-4064,3140,-24,20,-26,28,-40,-14,8,28,0
177,177,0,3198,4112,-2950,-4302,2634,4480,-2376,-4588,40,8,-12,-4,-8,24,-12,10,4288,-2860,-4420,2556,4624,-2306,-4728,1974,-56,-58,8,28,24,-24,-26,28,0
178,178,0,2088,4740,-1792,-4836,1498,4898,-1202,-4980,8,24,6,-24,-8,8,-12,10,4920,-1676,-4992,1304,5096,-1062,-5136,672,24,4,-10,12,-24,-14,-10,12,0
179,179,0,868,5028,-510,-5076,206,5060,108,-5060,-8,8,6,-4,-8,8,-12,40,5192,-348,-5200,-22,5208,298,-5200,-626,-24,-42,8,-6,-24,4,-10,-6,0
180,180,0,-432,5028,722,-4964,-1066,4898,1386,-4800,24,24,-12,26,8,40,6,10,5176,944,-5072,-1334,5016,1644,-4928,-1944,24,-42,8,12,24,-14,42,44,0
181,181,0,-1706,4670,1978,-4556,-2302,4434,2546,-4256,40,-8,-28,40,40,8,6,-4,4784,2250,-4664,-2546,4480,2866,-4340,-3156,-8,-42,24,-38,-8,4,-60,-6,0
182,182,0,-2822,4082,3048,-3864,-3342,3664,3568,-3414,8,-24,6,10,8,24,22,-24,4106,3414,-3920,-3658,3676,3924,-3482,-4126,24,-42,-44,-6,-40,4,8,12,0
183,183,0,-3812,3160,4020,-2914,-4226,2668,4404,-2386,24,8,-12,-4,8,8,-12,-4,3204,4320,-2926,-4498,2670,4686,-2424,-4862,-8,20,8,-6,-72,20,42,12,0
184,184,0,-4514,2088,4682,-1804,-4810,1524,4906,-1196,24,8,-44,26,-24,-8,-12,-4,2046,4988,-1826,-5060,1440,5152,-1168,-5240,-8,-24,-10,-6,-56,20,8,-6,0
185,185,0,-4986,884,5074,-586,-5134,260,5122,42,-8,8,-12,-4,-8,8,-12,10,856,5338,-512,-5306,186,5354,148,-5364,-24,20,-10,-6,-56,20,8,-6,0
186,186,0,-5150,-330,5106,682,-5086,-984,5040,1326,24,24,6,10,24,24,-12,10,-490,5304,812,-5224,-1090,5168,1402,-5060,8,20,8,28,40,4,-10,12,0
187,187,0,-4938,-1592,4858,1912,-4738,-2180,4618,2484,-8,-8,-12,-4,8,8,6,10,-1720,4972,2016,-4862,-2392,4686,2590,-4514,24,4,-10,-6,-8,-24,-10,12,0
188,188,0,-4434,-2712,4308,3068,-4084,-3274,3916,3546,-8,-8,-12,26,-24,24,-12,-24,-2912,4352,3160,-4144,-3432,3908,3680,-3624,-8,4,-26,12,8,4,-44,-6,0
189,189,0,-3678,-3692,3440,3970,-3158,-4128,2920,4302,8,-8,6,26,8,8,6,26,-3880,3414,4086,-3124,-4302,2816,4500,-2578,-24,-42,8,-6,24,4,-10,12,0
190,190,0,-2670,-4430,2368,4624,-2080,-4724,1762,4830,8,8,-12,-4,8,-24,-28,-4,-4636,2218,4746,-1994,-4860,1594,5002,-1350,8,-14,8,-22,-40,-14,-10,-38,0
191,191,0,-1498,-4952,1194,4998,-906,-5046,546,5078,-8,8,6,10,-24,24,-28,10,-5108,944,5142,-692,-5172,346,5190,-6,-24,36,-26,-6,-8,-24,8,28,0
192,192,0,-240,-5094,-102,5062,420,-5030,-742,4982,40,8,22,-4,-24,8,-12,-4,-5204,-364,5174,622,-5092,-1012,5094,1352,8,36,-10,-22,-8,36,8,12,0
193,193,0,1044,-4850,-1402,4800,1674,-4644,-1952,4546,8,-8,6,10,-8,8,38,26,-4996,-1644,4906,1956,-4780,-2306,4634,2556,24,20,-10,12,-24,-24,-26,-6,0
194,194,0,2302,-4414,-2538,4256,2810,-4066,-3094,3864,-8,-8,6,-24,8,8,6,26,-4492,-2892,4308,3166,-4094,-3394,3936,3658,-8,4,-10,12,-24,-42,-26,12,0
195,195,0,3358,-3660,-3548,3436,3798,-3226,-3986,2940,-8,-24,6,26,40,-24,-28,-4,-3688,-3894,3504,4104,-3184,-4292,2992,4492,-24,4,-26,28,-8,4,8,12,0
196,196,0,4212,-2680,-4422,2388,4522,-2164,-4694,1816,-8,8,6,26,8,-8,22,-24,-2680,-4648,2384,4856,-2138,-4944,1802,5070,24,20,-26,-6,-72,-24,-26,44,0
197,197,0,4810,-1544,-4934,1198,4994,-920,-5064,570,-8,24,-12,10,8,8,-28,10,-1480,-5188,1188,5258,-858,-5336,604,5340,-88,20,-26,-6,-40,4,-10,-22,0
198,198,0,5090,-266,-5144,-20,5138,370,-5128,-670,8,8,22,26,8,-8,22,10,-188,-5368,-138,5324,458,-5286,-792,5242,-24,-14,-10,12,8,36,8,-6,0
199,199,0,5090,930,-5014,-1292,4946,1582,-4886,-1900,8,-8,-12,-4,8,8,-12,-40,1112,-5220,-1360,5054,1728,-4928,-2018,4856,-8,4,-10,28,-40,-14,-44,12,0
200,200,0,4714,2136,-4566,-2482,4458,2746,-4342,-3010,-8,8,-12,26,8,8,-12,10,2350,-4714,-2632,4508,2932,-4292,-3162,4120,-40,-14,-26,12,-40,4,-26,28,0
201,201,0,4052,3258,-3906,-3510,3670,3696,-3420,-3960,-24,-24,-12,-40,24,8,-12,-24,3420,-3894,-3680,3690,3914,-3394,-4080,3198,-56,4,8,12,-56,4,-10,-22,0
202,202,0,3198,4112,-2882,-4302,2634,4480,-2408,-4624,40,72,-12,-4,-8,8,-12,10,4320,-2860,-4452,2572,4624,-2306,-4760,1988,-24,4,-26,12,24,4,-10,12,0
203,203,0,2104,4756,-1824,-4852,1498,4914,-1186,-4980,8,24,22,10,8,-8,-12,-4,4904,-1660,-5008,1304,5080,-1030,-5152,638,-40,-42,-10,-6,-24,-24,24,12,0
204,204,0,836,5012,-542,-5044,222,5060,76,-5044,24,8,-12,26,8,8,-12,10,5176,-316,-5200,28,5208,330,-5184,-642,-8,36,8,-22,-24,36,8,12,0
205,205,0,-400,5012,722,-4964,-1066,4882,1370,-4800,24,8,6,26,8,24,22,26,5128,944,-5120,-1318,5032,1612,-4928,-1962,-24,4,-26,28,-56,4,-10,12,0
206,206,0,-1722,4708,1962,-4556,-2302,4418,2562,-4224,-8,-8,-12,40,-24,24,6,10,4816,2284,-4680,-2512,4512,2800,-4292,-3074,-40,36,8,-6,-8,4,-26,-6,0
207,207,0,-2822,4082,3048,-3848,-3374,3680,3568,-3446,-8,-8,6,-24,-8,-24,-12,-8,4138,3398,-3888,-3674,3708,3942,-3514,-4126,-24,4,8,28,-24,4,8,28,0
208,208,0,-3844,3226,4020,-2946,-4226,2668,4372,-2386,8,8,-28,10,-24,-8,22,10,3204,4368,-2926,-4514,2670,4686,-2376,-4862,-24,20,8,-22,-56,4,-26,28,0
209,209,0,-4562,2120,4666,-1804,-4810,1540,4874,-1212,8,8,-12,10,24,8,22,10,2062,4954,-1826,-5092,1472,5168,-1136,-5240,-56,20,-10,-6,-40,-14,-10,-22,0
210,210,0,-4970,898,5074,-586,-5134,292,5122,58,24,-8,22,26,-24,-8,6,10,840,5338,-512,-5290,202,5338,100,-5380,-72,-14,-44,-6,-56,20,-10,-6,0
211,211,0,-5150,-346,5106,682,-5118,-1032,5040,1310,-8,8,-44,-4,-8,-8,-28,-20,-490,5320,796,-5240,-1106,5206,1418,-5110,-40,4,8,-6,40,-42,-10,-6,0
212,212,0,-4938,-1592,4858,1912,-4722,-2148,4602,2452,8,40,-12,10,8,8,-12,-24,-1736,4972,2000,-4846,-2360,4652,2606,-4514,56,4,-10,28,-8,4,-26,12,0
213,213,0,-4466,-2712,4292,3036,-4100,-3226,3872,3530,-8,8,-44,26,24,8,-28,10,-2904,4304,3176,-4110,-3416,3908,3664,-3658,-8,-58,-44,-6,8,-14,-44,-6,0
214,214,0,-3694,-3676,3440,3938,-3190,-4128,2904,4318,-24,-8,-28,-24,-8,-24,6,10,-3848,3366,4086,-3140,-4302,2800,4436,-2578,24,-42,-10,28,8,20,8,-6,0
215,215,0,-2654,-4414,2368,4640,-2112,-4724,1778,4816,-8,8,-12,10,24,8,-12,-4,-4636,2164,4730,-1978,-4876,1612,5002,-1384,8,4,-10,-38,-24,-24,8,28,0
216,216,0,-1482,-4936,1210,4982,-906,-5030,530,5094,-8,8,22,-20,8,8,-12,-4,-5076,962,5126,-708,-5156,298,5222,12,-8,20,-10,28,8,-24,8,12,0
217,217,0,-256,-5046,-70,5078,420,-5030,-710,4982,-24,-24,-12,10,24,-8,6,-4,-5188,-364,5190,656,-5140,-1012,5094,1336,-8,-24,-26,-6,-24,-24,-44,-6,0
218,218,0,1028,-4952,-1354,4816,1642,-4676,-1968,4576,-8,-8,6,10,8,8,6,-40,-5012,-1694,4906,2004,-4764,-2274,4618,2588,-24,4,-10,12,-40,20,8,28,0
219,219,0,2276,-4414,-2554,4256,2810,-4098,-3094,3880,8,24,6,-8,8,-8,-12,-4,-4508,-2860,4292,3182,-4110,-3410,3920,3658,-40,4,8,12,8,20,-10,-6,0
220,220,0,3342,-3644,-3580,3452,3782,-3164,-4018,2940,24,-8,6,-4,8,8,6,26,-3704,-3894,3520,4104,-3200,-4326,2944,4524,-8,4,-10,28,24,20,-10,12,0
221,221,0,4196,-2650,-4422,2388,4522,-2102,-4694,1816,40,8,6,10,8,-24,6,10,-2680,-4664,2336,4840,-2074,-4998,1770,5070,40,-14,-10,-6,-8,4,8,12,0
222,222,0,4778,-1560,-4950,1198,4994,-904,-5080,602,40,-8,-12,40,8,-24,-12,-4,-1480,-5170,1204,5242,-826,-5318,556,5292,-56,-14,24,12,8,-42,58,-6,0
223,223,0,5090,-314,-5144,-36,5138,308,-5128,-686,40,8,6,10,24,-24,6,10,-204,-5384,-138,5308,426,-5318,-744,5276,24,-14,-44,12,56,-42,-26,44,0
224,224,0,5090,978,-5030,-1324,4946,1628,-4886,-1900,24,8,6,10,-8,-24,-12,-40,1144,-5204,-1406,5102,1758,-4928,-2018,4824,56,4,8,28,-56,-42,-10,12,0
225,225,0,4698,2202,-4598,-2482,4442,2746,-4294,-3026,8,8,-12,10,8,8,-12,10,2334,-4682,-2600,4542,2916,-4326,-3194,4120,40,4,-10,28,8,20,-10,-6,0
226,226,0,4084,3242,-3906,-3494,3670,3696,-3436,-3960,8,24,38,10,8,8,6,-4,3452,-3894,-3680,3658,3946,-3444,-4080,3140,-8,36,-10,-6,8,-14,-10,-6,0
227,227,0,3230,4112,-2966,-4302,2666,4480,-2392,-4604,-8,8,-12,10,24,24,22,10,4272,-2860,-4404,2556,4624,-2322,-4760,2020,-8,-24,8,-6,24,4,-44,28,0
228,228,0,2120,4724,-1808,-4852,1514,4914,-1156,-4980,24,24,-12,-4,24,-8,-12,10,4904,-1694,-5024,1320,5080,-1046,-5136,622,-8,-42,24,28,24,4,-10,12,0
229,229,0,852,5044,-558,-5076,222,5060,76,-5060,-8,8,6,-4,-8,-8,-28,10,5176,-398,-5184,12,5224,248,-5216,-642,8,4,24,28,-72,4,-26,44,0
230,230,0,-416,5044,706,-4980,-1066,4882,1370,-4784,-8,24,-28,26,-40,8,-12,26,5128,928,-5104,-1366,5032,1612,-4912,-1962,8,-42,-26,-6,8,-42,24,-22,0
231,231,0,-1706,4670,1994,-4556,-2286,4402,2512,-4270,8,8,-12,-4,-8,24,6,-40,4800,2218,-4664,-2562,4496,2816,-4308,-3092,-24,4,-10,-6,24,-14,-10,12,0
232,232,0,-2870,4082,3016,-3880,-3374,3664,3568,-3430,-24,-8,-28,26,-8,40,22,10,4154,3382,-3920,-3674,3708,3942,-3498,-4144,-8,4,-10,-6,-8,-58,-44,-6,0
233,233,0,-3774,3176,4036,-2946,-4164,2668,4388,-2418,24,-40,-12,-40,24,-8,-12,10,3236,4304,-2942,-4548,2708,4670,-2424,-4830,40,20,24,12,-56,4,-10,12,0
234,234,0,-4546,2120,4698,-1836,-4826,1524,4906,-1228,-8,40,22,10,24,-24,22,-24,2094,4988,-1810,-5044,1456,5152,-1184,-5240,56,-14,8,-6,72,-42,-26,-6,0
235,235,0,-5002,914,5040,-556,-5102,308,5122,74,8,-8,-12,10,40,8,38,-4,856,5288,-544,-5330,202,5354,84,-5330,-8,-24,8,12,8,36,8,12,0
236,236,0,-5150,-330,5106,714,-5134,-1016,5008,1294,8,-8,22,10,24,8,22,-4,-474,5272,796,-5256,-1106,5218,1402,-5060,-72,-24,8,28,24,36,-26,-6,0
237,237,0,-4954,-1608,4858,1928,-4706,-2180,4618,2452,8,24,22,-4,24,-8,6,-4,-1720,5004,2000,-4862,-2360,4686,2574,-4514,-8,4,-26,28,-8,4,-10,-6,0
238,238,0,-4434,-2696,4276,3068,-4100,-3258,3856,3530,8,-8,6,10,-8,24,-12,10,-2896,4336,3176,-4126,-3432,3924,3648,-3658,-24,-14,-44,-22,-24,-42,8,28,0
239,239,0,-3678,-3724,3408,3970,-3142,-4128,2936,4302,-8,-24,6,-4,-8,-8,22,-24,-3848,3366,4086,-3140,-4302,2800,4436,-2616,-56,4,8,-22,40,-14,-10,-6,0
240,240,0,-2654,-4446,2400,4624,-2112,-4724,1794,4830,-8,8,-12,-4,8,8,6,10,-4620,2198,4746,-1994,-4876,1578,5002,-1400,-40,20,8,12,-24,-14,-26,-6,0
241,241,0,-1498,-4952,1194,4998,-890,-5046,562,5094,-8,8,-28,26,8,-40,-12,-4,-5060,928,5174,-692,-5188,280,5238,-22,24,4,-10,-6,-8,36,-26,12,0
242,242,0,-256,-5094,-38,5062,420,-5030,-694,4966,-8,8,6,10,8,8,6,-4,-5220,-382,5190,672,-5172,-1046,5094,1304,-8,-30,-26,-6,-40,4,-10,28,0
243,243,0,1060,-4952,-1370,4816,1674,-4708,-1968,4576,-8,-8,-12,10,-8,-24,-12,10,-4996,-1694,4906,1956,-4812,-2290,4634,2572,-24,20,-26,-6,-8,4,8,12,0
244,244,0,2264,-4382,-2504,4270,2826,-4012,-3078,3938,8,8,-12,10,-8,-24,-12,-4,-4524,-2876,4324,3148,-4126,-3426,3904,3674,8,4,-26,-22,-8,-58,-10,-22,0
245,245,0,3326,-3596,-3564,3420,3798,-3196,-3970,2940,8,-24,22,-4,-8,-8,6,-24,-3704,-3878,3488,4088,-3224,-4310,3008,4476,-8,-24,24,12,8,20,8,-6,0
246,246,0,4212,-2650,-4390,2372,4538,-2086,-4678,1816,-8,8,6,10,24,8,-12,-4,-2664,-4664,2376,4840,-2090,-4982,1770,5070,24,36,-26,-6,-40,-14,-26,12,0
247,247,0,4778,-1560,-4918,1214,4994,-936,-5048,586,-24,8,6,26,8,8,-12,-24,-1480,-5204,1188,5242,-810,-5336,556,5276,-24,4,-26,28,-24,-14,-26,28,0
248,248,0,5106,-266,-5128,-20,5122,308,-5136,-686,8,-24,-12,10,-24,56,-12,10,-204,-5402,-138,5324,458,-5318,-808,5276,-24,20,-26,-22,8,-24,-10,12,0
249,249,0,5074,946,-5048,-1324,4962,1628,-4854,-1884,-8,-24,-12,-4,8,-8,22,26,1144,-5204,-1392,5086,1712,-4928,-2050,4824,24,-24,-26,-6,-40,36,-10,-6,0
250,250,0,4730,2170,-4614,-2514,4442,2698,-4278,-3010,-24,24,6,-24,24,8,6,10,2366,-4682,-2600,4492,2916,-4310,-3178,4120,-8,4,-10,-6,-56,4,-10,-6,0
251,251,0,4100,3226,-3858,-3510,3670,3696,-3404,-3928,-8,24,6,-40,8,-8,6,10,3404,-3910,-3658,3658,3914,-3410,-4096,3182,-8,-14,-26,28,8,36,-26,44,0
252,252,0,3166,4082,-2966,-4318,2682,4450,-2360,-4572,8,40,6,10,-8,-8,6,-24,4320,-2826,-4452,2588,4656,-2306,-4744,1974,-24,4,-10,12,-40,-42,-10,-6,0
253,253,0,2136,4740,-1776,-4852,1498,4882,-1170,-4996,-24,24,-12,10,-8,8,-12,-4,4920,-1710,-4976,1304,5096,-1030,-5136,606,-40,4,-10,12,24,-14,-10,12,0
254,254,0,852,5044,-526,-5060,238,5076,92,-5044,24,8,6,-24,-8,-8,6,26,5208,-364,-5200,60,5208,298,-5200,-626,40,20,-10,-6,-24,4,-10,-6,0
255,255,0,-384,5060,722,-4964,-1050,4934,1370,-4784,8,24,22,10,-24,-8,22,10,5176,928,-5072,-1302,5080,1578,-4928,-1944,8,36,-10,28,-8,-58,8,-6,0
256,256,0,-1690,4670,1978,-4572,-2286,4450,2546,-4240,40,24,-12,10,-8,-8,22,26,4784,2198,-4664,-2530,4512,2866,-4324,-3092,-8,4,-10,-22,-8,-24,-26,12,0
257,257,0,-2822,4060,3064,-3864,-3374,3664,3552,-3414,24,8,-28,10,8,-8,6,10,4154,3414,-3920,-3640,3708,3908,-3482,-4110,-8,-24,-10,-6,40,4,-26,12,0
