Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/adc_en_vio_2
243,243,0,-10884,-3688,3898,10792,16894,21336,23788,24118,8,6,30,20,-8,-28,-4,36,0
244,244,0,22204,18088,11862,4612,-3660,-11288,-17864,-22412,-8,-28,-20,4,8,6,-20,54,0
245,245,0,-24584,-24304,-21728,-17202,-10884,-3656,3978,10792,8,-12,-4,4,-84,-12,-4,4,0
246,246,0,16910,21272,23804,24102,22188,18072,11902,4612,8,-12,-20,20,-8,6,-20,4,0
247,247,0,-3628,-11288,-17864,-22348,-24536,-24304,-21728,-17208,-8,22,-4,-14,-8,6,-4,4,0
248,248,0,-10868,-3688,3946,10724,16878,21272,23804,24150,-36,-12,46,20,8,38,-4,20,0
249,249,0,22140,18040,11894,4612,-3660,-11272,-17896,-22396,8,6,-4,20,24,22,-4,-30,0
250,250,0,-24552,-24272,-21728,-17208,-10836,-3688,3978,10824,8,22,14,-14,-52,-12,-4,4,0
251,251,0,16942,21324,23788,24070,22172,18072,11926,4542,8,6,14,4,-52,-12,-20,4,0
252,252,0,-3660,-11304,-17896,-22396,-24536,-24288,-21696,-17186,-8,22,14,4,-8,6,-20,20,0
253,253,0,-10852,-3656,3978,10824,16894,21340,23836,24118,-52,-12,14,20,8,6,-20,-30,0
254,254,0,22124,18072,11870,4526,-3644,-11304,-17864,-22380,-8,6,14,4,-68,6,-36,4,0
255,255,0,-24584,-24304,-21696,-17144,-10852,-3720,3946,10776,-8,6,-4,36,-8,22,14,-14,0
256,256,0,16942,21356,23852,24118,22156,18040,11902,4596,24,22,-4,20,-8,-12,14,4,0
257,257,0,-3644,-11272,-17896,-22380,-24568,-24256,-21728,-17176,24,6,-4,4,-8,6,14,-30,0
258,258,0,-10884,-3688,3962,10792,16878,21372,23788,24086,24,6,-20,-30,8,-12,30,-14,0
259,259,0,22124,18056,11886,4542,-3628,-11304,-17832,-22412,24,6,14,-14,24,22,30,-14,0
260,260,0,-24584,-24304,-21696,-17202,-10868,-3656,3902,10792,24,22,14,20,40,38,-20,4,0
261,261,0,16942,21304,23820,24118,22156,18072,11942,4612,-8,22,14,-14,24,6,-20,-30,0
262,262,0,-3660,-11272,-17928,-22412,-24568,-24256,-21776,-17192,8,-12,-20,-14,24,38,-4,-30,0
263,263,0,-10924,-3656,3962,10824,16958,21336,23836,24054,24,22,-36,-14,8,6,-20,4,0
264,264,0,22124,18056,11934,4580,-3676,-11320,-17848,-22380,24,22,14,36,8,-12,-4,20,0
265,265,0,-24552,-24272,-21760,-17176,-10852,-3688,3946,10792,-8,22,-4,-14,-8,6,14,20,0
266,266,0,16894,21340,23852,24134,22140,18040,11902,4526,-8,38,-4,4,8,22,-20,4,0
267,267,0,-3660,-11288,-17800,-22396,-24552,-24272,-21728,-17144,-8,-12,-4,20,-8,22,14,4,0
268,268,0,-10852,-3656,3930,10724,16910,21372,23820,24150,8,-12,14,-14,8,22,14,4,0
269,269,0,22204,18088,11934,4612,-3660,-11304,-17880,-22412,8,22,-20,20,8,38,-20,4,0
270,270,0,-24584,-24256,-21760,-17176,-10820,-3672,3962,10840,-8,-12,-4,4,-24,22,-20,20,0
271,271,0,16910,21324,23852,24054,22156,18088,11902,4564,24,-12,-20,36,-52,22,30,20,0
272,272,0,-3644,-11320,-17816,-22412,-24616,-24320,-21712,-17208,-8,-28,-20,4,-8,-28,-20,-14,0
273,273,0,-10852,-3624,3994,10824,16942,21356,23788,24070,8,6,14,36,-8,-28,-4,-14,0
274,274,0,22220,18072,11878,4596,-3660,-11256,-17864,-22428,8,22,30,4,24,38,-4,20,0
275,275,0,-24552,-24256,-21712,-17176,-10924,-3640,3886,10824,24,-12,14,-14,8,6,14,20,0
276,276,0,16894,21336,23788,24102,22140,18072,11934,4576,24,6,-54,20,-8,-12,-4,-30,0
277,277,0,-3676,-11288,-17848,-22364,-24584,-24320,-21712,-17218,-8,-28,-20,-14,8,-12,-4,-14,0
278,278,0,-10836,-3704,3886,10808,16926,21404,23788,24118,-8,38,-36,20,8,6,-4,20,0
279,279,0,22108,18056,11894,4612,-3612,-11288,-17832,-22364,-8,22,-20,4,-52,38,-4,4,0
280,280,0,-24552,-24256,-21696,-17160,-10884,-3656,3978,10808,8,22,-20,36,-8,22,-4,36,0
281,281,0,16894,21356,23820,24102,22172,18072,11958,4612,8,22,14,4,24,22,-4,-48,0
282,282,0,-3692,-11288,-17848,-22396,-24584,-24272,-21728,-17160,24,22,14,4,8,-12,-4,-48,0
283,283,0,-10852,-3640,3962,10840,16894,21372,23804,24118,-36,-12,-20,20,24,-12,-4,4,0
284,284,0,22156,18056,11878,4542,-3644,-11288,-17816,-22332,8,-12,14,-14,40,-12,14,20,0
285,285,0,-24584,-24272,-21696,-17160,-10852,-3672,3886,10808,24,-12,30,4,-52,-12,-20,-14,0
286,286,0,16910,21324,23852,24166,22156,18056,11862,4542,-52,6,-4,20,40,6,-4,20,0
287,287,0,-3644,-11288,-17896,-22380,-24552,-24208,-21712,-17160,8,38,-20,4,8,-12,14,-30,0
288,288,0,-10884,-3656,3962,10824,16926,21356,23820,24086,-52,6,-20,4,56,22,30,-14,0
289,289,0,22140,18088,11878,4596,-3628,-11272,-17880,-22444,8,6,-4,20,24,38,14,-14,0
290,290,0,-24568,-24272,-21680,-17112,-10868,-3704,3962,10808,-8,38,-20,-30,-8,6,-4,4,0
291,291,0,16974,21372,23804,24086,22188,18072,11934,4558,-8,38,14,4,-8,-12,14,4,0
292,292,0,-3692,-11336,-17896,-22412,-24568,-24224,-21712,-17218,24,38,-4,-14,8,6,14,-14,0
293,293,0,-10836,-3672,3994,10824,16910,21356,23788,24134,8,22,-20,4,-8,22,-20,-30,0
294,294,0,22156,18056,11942,4542,-3676,-11304,-17880,-22364,-52,22,-4,4,56,6,-4,4,0
295,295,0,-24520,-24304,-21728,-17192,-10804,-3640,3902,10772,24,22,14,-30,8,6,-20,-48,0
296,296,0,16942,21320,23772,24086,22172,18072,11886,4542,8,22,14,-30,-8,6,-4,-48,0
297,297,0,-3644,-11272,-17912,-22412,-24536,-24256,-21696,-17176,8,6,-20,-14,-8,6,-20,4,0
298,298,0,-10852,-3640,3978,10824,16894,21288,23756,24086,-8,22,30,20,8,-12,-20,4,0
299,299,0,22204,18056,11854,4510,-3644,-11352,-17848,-22428,8,-28,14,-30,-24,-12,-4,-14,0
300,300,0,-24568,-24256,-21728,-17160,-10884,-3672,4034,10824,-8,22,14,4,24,38,-20,-30,0
301,301,0,16942,21388,23820,24118,22188,18056,11878,4628,8,22,-4,4,40,22,-4,-30,0
302,302,0,-3644,-11304,-17880,-22412,-24536,-24256,-21728,-17160,24,-12,-4,4,-8,6,-4,36,0
303,303,0,-10820,-3640,3962,10824,16878,21356,23804,24102,-36,22,-4,4,24,-12,-4,4,0
304,304,0,22172,18104,11902,4558,-3644,-11288,-17848,-22444,-8,6,-20,4,-8,22,-20,-30,0
305,305,0,-24568,-24304,-21696,-17096,-10836,-3640,3930,10856,-8,22,-4,20,8,-28,14,-30,0
306,306,0,16942,21388,23820,24150,22172,18088,11918,4558,-36,6,-4,-14,8,6,30,4,0
307,307,0,-3676,-11272,-17896,-22412,-24584,-24288,-21664,-17096,-52,38,14,4,8,6,-4,20,0
308,308,0,-10900,-3624,3978,10808,16942,21324,23820,24102,8,-12,-4,36,24,22,-4,20,0
309,309,0,22140,18072,11918,4542,-3628,-11320,-17864,-22396,8,-12,-20,-14,24,-12,-4,4,0
310,310,0,-24520,-24208,-21696,-17128,-10820,-3656,3978,10792,24,22,-4,4,24,22,14,-30,0
311,311,0,16958,21372,23836,24102,22156,18056,11902,4596,8,-12,-4,36,8,38,14,-14,0
312,312,0,-3644,-11304,-17912,-22364,-24536,-24240,-21744,-17160,8,38,30,4,-8,-12,-20,20,0
313,313,0,-10804,-3624,3994,10824,16910,21356,23820,24086,-8,6,14,20,8,22,-4,4,0
314,314,0,22156,18040,11878,4558,-3612,-11288,-17896,-22444,8,6,-4,4,24,6,-36,-30,0
315,315,0,-24584,-24240,-21696,-17192,-10852,-3640,3978,10772,8,6,14,36,-8,-12,-4,20,0
316,316,0,16926,21420,23788,24166,22156,18056,11838,4526,8,6,30,20,-8,38,14,4,0
317,317,0,-3676,-11288,-17880,-22380,-24584,-24256,-21696,-17176,-8,38,14,4,24,22,14,4,0
318,318,0,-10836,-3736,3902,10872,16910,21388,23820,24054,8,22,-4,4,-8,22,-4,4,0
319,319,0,22156,18040,11918,4580,-3692,-11368,-17928,-22428,24,6,14,4,24,-44,-4,4,0
320,320,0,-24584,-24256,-21744,-17176,-10940,-3624,4050,10856,-8,6,14,4,-52,6,-20,4,0
321,321,0,16942,21372,23820,24086,22172,18104,11870,4542,8,22,-4,-14,40,-12,-4,-30,0
322,322,0,-3644,-11320,-17944,-22460,-24520,-24192,-21744,-17176,8,-28,14,4,8,22,-20,-14,0
323,323,0,-10868,-3640,3918,10792,16894,21404,23804,24102,-68,-28,-4,-14,8,22,14,4,0
324,324,0,22156,18056,11854,4510,-3692,-11320,-17896,-22412,24,-12,30,-14,-36,-12,14,-30,0
325,325,0,-24568,-24304,-21712,-17176,-10852,-3656,3978,10824,8,6,-4,4,8,22,-20,4,0
326,326,0,16942,21372,23788,24070,22124,18104,11878,4612,8,-28,-4,-14,-8,6,14,20,0
327,327,0,-3676,-11320,-17944,-22396,-24584,-24304,-21696,-17170,8,6,-4,4,-8,22,-4,20,0
328,328,0,-10852,-3656,4034,10840,16942,21388,23836,24086,-8,54,-4,4,24,22,30,20,0
329,329,0,22188,18056,11894,4542,-3644,-11368,-17896,-22380,8,6,14,-14,-8,-12,-4,4,0
330,330,0,-24488,-24240,-21728,-17144,-10868,-3640,3930,10792,-52,38,-4,20,8,22,-4,-14,0
331,331,0,16942,21340,23836,24086,22188,18056,11846,4542,8,22,14,4,8,22,-4,4,0
332,332,0,-3660,-11272,-17848,-22412,-24504,-24320,-21664,-17160,8,6,-4,-14,-52,-28,-4,-14,0
333,333,0,-10836,-3656,3962,10824,16990,21388,23852,24118,24,6,-4,20,-8,6,-20,4,0
334,334,0,22204,18072,11878,4494,-3660,-11288,-17896,-22460,24,22,-4,20,-8,-12,-4,-30,0
335,335,0,-24552,-24272,-21712,-17144,-10836,-3624,3994,10792,8,-44,-4,4,8,22,14,-14,0
336,336,0,16942,21372,23852,24118,22156,18072,11870,4526,8,22,14,-14,8,6,30,-30,0
337,337,0,-3708,-11288,-17864,-22428,-24584,-24224,-21712,-17186,8,-12,-4,4,8,22,14,20,0
338,338,0,-10852,-3624,3994,10756,16958,21388,23836,24086,24,6,14,20,8,22,-4,4,0
339,339,0,22156,18088,11934,4542,-3660,-11336,-17896,-22444,-52,22,-4,4,8,-12,-20,20,0
340,340,0,-24504,-24304,-21760,-17144,-10836,-3624,3994,10824,24,-12,14,-14,-8,-12,-36,4,0
341,341,0,16942,21404,23852,24118,22204,18056,11870,4526,-8,-28,-36,-30,-8,6,-4,4,0
342,342,0,-3676,-11336,-17864,-22412,-24584,-24240,-21728,-17202,24,22,-4,-30,8,6,-4,4,0
343,343,0,-10804,-3592,3962,10824,16958,21436,23884,24118,8,6,-20,-14,8,22,14,-14,0
344,344,0,22172,18072,11934,4576,-3676,-11320,-17896,-22396,8,6,-4,4,8,6,14,-30,0
345,345,0,-24552,-24272,-21712,-17112,-10836,-3656,4050,10824,-8,-12,-4,-14,-8,-12,14,4,0
346,346,0,16974,21436,23820,24118,22156,18056,11870,4596,8,54,-4,-14,8,22,-20,4,0
347,347,0,-3660,-11320,-17896,-22396,-24552,-24240,-21728,-17176,-36,38,-4,4,40,-12,-4,-14,0
348,348,0,-10868,-3608,4034,10808,16974,21388,23820,24102,24,6,-4,4,8,6,-4,-30,0
349,349,0,22172,18072,11878,4596,-3676,-11304,-17928,-22364,8,22,14,4,8,-12,30,4,0
350,350,0,-24520,-24272,-21728,-17176,-10852,-3624,4018,10824,24,6,-4,-30,-8,6,-4,4,0
351,351,0,16942,21388,23788,24086,22188,18040,11846,4542,-52,38,-4,-30,8,22,-4,4,0
352,352,0,-3660,-11336,-17912,-22428,-24584,-24272,-21744,-17128,-52,6,-20,4,8,38,-20,-14,0
353,353,0,-10852,-3656,3994,10792,16958,21388,23772,24150,-68,-28,-4,4,24,38,-4,20,0
354,354,0,22156,18072,11870,4558,-3660,-11320,-17960,-22396,8,38,46,20,8,38,30,4,0
355,355,0,-24584,-24256,-21728,-17144,-10820,-3592,3962,10824,8,-12,30,4,-8,22,30,-14,0
356,356,0,16958,21356,23836,24102,22140,18088,11902,4526,8,6,-4,4,8,6,30,4,0
357,357,0,-3708,-11320,-17896,-22396,-24504,-24304,-21696,-17202,-8,6,30,-14,-52,-12,30,-14,0
358,358,0,-10820,-3624,3994,10856,16942,21356,23852,24118,8,6,14,20,-8,22,-4,4,0
359,359,0,22204,18040,11886,4576,-3724,-11320,-17880,-22396,8,54,-4,-30,24,22,-36,4,0
360,360,0,-24568,-24256,-21744,-17144,-10836,-3608,3994,10756,24,6,14,36,-8,38,-4,-14,0
361,361,0,16942,21340,23804,24118,22140,18056,11854,4542,8,-44,14,-30,24,6,30,36,0
362,362,0,-3692,-11320,-17912,-22348,-24616,-24272,-21696,-17160,24,-12,-20,-30,-8,-28,-4,4,0
363,363,0,-10852,-3640,3966,10840,17006,21404,23804,24150,8,-12,14,-14,8,6,-20,4,0
364,364,0,22188,18056,11854,4542,-3676,-11304,-17912,-22380,-8,6,-4,4,24,22,-4,20,0
365,365,0,-24488,-24256,-21728,-17128,-10852,-3624,3930,10808,8,6,-4,20,-8,-12,14,20,0
366,366,0,16958,21372,23820,24102,22140,18072,11846,4542,-8,6,14,20,-36,22,-20,-14,0
367,367,0,-3708,-11352,-17944,-22460,-24616,-24256,-21728,-17112,40,22,-4,20,8,-12,-4,4,0
368,368,0,-10868,-3656,4050,10856,16974,21304,23804,24102,-8,-12,14,4,24,6,-20,20,0
369,369,0,22204,18072,11862,4546,-3676,-11352,-17896,-22412,-68,-12,30,-14,40,-12,-20,20,0
370,370,0,-24568,-24240,-21696,-17128,-10900,-3624,3978,10824,-8,6,14,-14,8,6,-4,20,0
371,371,0,16942,21372,23820,24102,22124,18040,11838,4526,-8,38,-4,-14,8,22,-4,4,0
372,372,0,-3660,-11384,-17928,-22444,-24600,-24288,-21792,-17128,24,6,-4,4,8,-12,-4,36,0
373,373,0,-10836,-3592,3978,10824,16910,21372,23820,24118,-36,22,-20,20,40,6,-4,4,0
374,374,0,22124,18040,11838,4526,-3708,-11368,-17960,-22380,8,-12,-4,-14,8,-12,14,-14,0
375,375,0,-24520,-24304,-21728,-17176,-10820,-3688,3946,10824,8,22,-4,4,8,22,-20,-30,0
376,376,0,16926,21340,23836,24102,22140,18040,11870,4542,8,-28,-20,-14,8,6,-4,20,0
377,377,0,-3676,-11400,-17960,-22444,-24584,-24288,-21744,-17192,-36,-12,-20,-30,24,22,-4,4,0
378,378,0,-10804,-3608,3962,10856,16942,21420,23788,24070,8,22,-20,4,-8,6,-20,4,0
379,379,0,22188,18040,11870,4510,-3756,-11336,-17912,-22396,-52,6,-4,-30,24,38,-20,4,0
380,380,0,-24552,-24256,-21728,-17176,-10804,-3672,3962,10808,-8,6,14,4,-52,22,-20,20,0
381,381,0,16958,21372,23836,24118,22124,18008,11838,4526,40,22,-20,-14,24,22,-4,-30,0
382,382,0,-3676,-11320,-17880,-22444,-24584,-24304,-21744,-17128,24,-12,-4,-30,24,-12,14,4,0
383,383,0,-10804,-3640,4050,10872,16942,21372,23788,24102,24,6,-4,20,24,38,-4,20,0
384,384,0,22156,18040,11846,4558,-3708,-11352,-17928,-22348,-36,38,-20,-30,8,6,14,4,0
385,385,0,-24520,-24208,-21728,-17144,-10884,-3624,3994,10872,24,6,30,4,8,-12,14,-30,0
386,386,0,16958,21356,23836,24118,22156,18072,11846,4510,8,-12,-20,4,-8,6,14,4,0
387,387,0,-3660,-11320,-17880,-22412,-24584,-24256,-21712,-17144,-36,-28,-4,4,24,6,14,-30,0
388,388,0,-10820,-3656,3978,10808,16926,21372,23820,24086,40,22,14,4,8,22,-4,-14,0
389,389,0,22204,18040,11862,4494,-3692,-11352,-17912,-22396,-8,-12,-20,4,24,22,-20,4,0
390,390,0,-24568,-24256,-21760,-17186,-10836,-3640,3978,10840,8,6,14,4,24,22,-4,4,0
391,391,0,16942,21324,23836,24134,22156,18056,11854,4510,-8,-12,-36,-30,-8,22,14,-14,0
392,392,0,-3708,-11304,-17928,-22444,-24568,-24304,-21664,-17144,-52,22,14,20,8,6,14,4,0
393,393,0,-10852,-3624,3994,10856,16990,21372,23852,24102,-52,22,-4,4,-8,-12,-4,-30,0
394,394,0,22108,18088,11918,4526,-3644,-11320,-17928,-22380,24,-12,-4,-30,-8,6,-20,20,0
395,395,0,-24552,-24256,-21712,-17096,-10820,-3576,3994,10824,-8,-12,14,4,8,6,-4,-30,0
396,396,0,16990,21420,23820,24118,22172,18024,11854,4510,40,22,-4,4,8,6,-20,20,0
397,397,0,-3692,-11352,-17944,-22396,-24552,-24240,-21712,-17154,8,6,30,4,-8,6,-20,4,0
398,398,0,-10836,-3576,3946,10824,16910,21356,23772,24086,8,22,-4,-30,8,-12,-4,4,0
399,399,0,22124,18008,11854,4478,-3740,-11304,-17912,-22380,24,22,-20,20,24,6,-20,-30,0
400,400,0,-24568,-24256,-21744,-17144,-10820,-3624,3978,10824,24,6,-4,36,8,6,-4,4,0
401,401,0,16990,21356,23820,24086,22172,18104,11894,4510,24,-12,-20,4,8,22,-36,4,0
402,402,0,-3740,-11304,-17928,-22444,-24616,-24288,-21664,-17096,40,6,-4,20,-8,-12,-4,-48,0
403,403,0,-10852,-3656,4050,10824,16974,21420,23820,24086,8,-12,-4,-30,-8,22,-20,-14,0
404,404,0,22156,18072,11830,4526,-3660,-11304,-17896,-22428,-8,22,-20,-48,24,6,-36,-30,0
405,405,0,-24584,-24304,-21728,-17112,-10884,-3640,3994,10824,-8,22,14,20,8,6,-4,20,0
406,406,0,16942,21436,23820,24086,22140,18040,11846,4494,-8,6,-4,4,24,22,30,20,0
407,407,0,-3692,-11352,-17896,-22412,-24552,-24304,-21696,-17144,24,-12,-20,-14,-8,6,-20,20,0
408,408,0,-10852,-3640,3994,10824,16974,21356,23852,24118,8,22,-4,-30,8,-12,-36,-14,0
409,409,0,22172,18072,11870,4558,-3708,-11272,-17928,-22412,-8,-12,-4,-30,8,6,-20,20,0
410,410,0,-24536,-24256,-21712,-17186,-10852,-3640,3978,10856,-8,38,-4,-30,-8,6,14,-30,0
411,411,0,16990,21436,23852,24118,22156,18072,11846,4510,24,6,14,4,-8,-28,-20,20,0
412,412,0,-3740,-11400,-17880,-22396,-24552,-24304,-21728,-17112,24,22,-4,20,8,-12,-4,4,0
413,413,0,-10804,-3640,3962,10856,16974,21356,23804,24134,-8,-12,-4,4,-36,6,-4,36,0
414,414,0,22172,18040,11902,4510,-3692,-11304,-17896,-22412,8,-44,-4,20,8,6,-20,-14,0
415,415,0,-24552,-24240,-21696,-17128,-10836,-3576,3994,10824,24,22,-4,20,40,6,-20,-30,0
416,416,0,17006,21388,23820,24118,22188,18024,11942,4564,-36,-44,-20,20,24,38,-36,4,0
417,417,0,-3676,-11384,-17928,-22444,-24568,-24256,-21680,-17160,24,-12,-20,-14,8,22,30,20,0
418,418,0,-10804,-3640,3994,10840,16942,21420,23820,24134,-8,6,-4,-30,24,-12,30,20,0
419,419,0,22156,18040,11830,4510,-3660,-11352,-17880,-22428,8,6,-20,4,-8,6,14,-14,0
420,420,0,-24552,-24240,-21680,-17128,-10836,-3608,4066,10808,-52,6,30,20,-8,-12,14,4,0
421,421,0,16942,21388,23852,24118,22140,18072,11886,4510,8,22,-4,-14,-8,6,-4,4,0
422,422,0,-3644,-11320,-17928,-22412,-24584,-24224,-21712,-17160,8,6,-20,36,24,22,30,20,0
423,423,0,-10820,-3608,4082,10840,16942,21388,23756,24054,24,6,-20,4,-8,22,14,36,0
424,424,0,22172,18072,11878,4494,-3708,-11320,-17880,-22428,8,6,14,4,24,6,-20,20,0
425,425,0,-24568,-24288,-21712,-17112,-10820,-3592,4050,10872,24,6,-20,4,24,6,-4,-30,0
426,426,0,16926,21356,23852,24134,22156,18040,11854,4510,-8,38,14,-14,-36,-12,-4,4,0
427,427,0,-3676,-11384,-17896,-22444,-24584,-24256,-21744,-17128,8,22,-4,4,24,6,14,-14,0
428,428,0,-10868,-3608,4018,10808,17006,21356,23820,24102,-8,6,-20,4,-52,-28,-4,20,0
429,429,0,22092,18056,11830,4510,-3708,-11384,-17896,-22492,8,6,30,-30,-52,6,14,-14,0
430,430,0,-24584,-24256,-21680,-17160,-10868,-3592,4034,10840,24,-12,14,36,8,6,-4,20,0
431,431,0,16974,21340,23788,24134,22140,18040,11830,4510,24,-12,14,20,8,-12,-20,4,0
432,432,0,-3756,-11352,-17880,-22444,-24568,-24288,-21728,-17128,24,-12,14,-30,-36,6,-4,20,0
433,433,0,-10804,-3624,3978,10856,16974,21356,23804,24118,24,6,14,20,-8,6,-4,-14,0
434,434,0,22188,17934,11798,4494,-3708,-11368,-17928,-22396,8,-12,-4,4,8,-12,30,4,0
435,435,0,-24568,-24256,-21744,-17112,-10852,-3576,3978,10808,-8,6,-4,-14,8,-12,30,-30,0
436,436,0,16910,21436,23788,24102,22108,18056,11838,4526,-8,6,-4,-14,-8,22,14,20,0
437,437,0,-3724,-11400,-17944,-22364,-24584,-24304,-21664,-17096,-8,6,14,4,-8,22,-4,-30,0
438,438,0,-10836,-3656,4034,10824,16958,21340,23836,24150,-8,-12,14,-30,24,38,14,20,0
439,439,0,22156,18056,11822,4494,-3724,-11352,-17928,-22412,24,-12,14,4,24,6,-4,-14,0
440,440,0,-24600,-24272,-21680,-17112,-10836,-3608,4050,10856,-8,38,14,-14,-52,-12,14,4,0
441,441,0,16942,21356,23804,24150,22124,18024,11862,4494,8,22,-4,4,-8,-12,-4,4,0
442,442,0,-3708,-11384,-17896,-22428,-24584,-24256,-21712,-17080,-8,-12,14,4,-8,-12,-4,-30,0
443,443,0,-10884,-3608,4050,10792,16942,21388,23836,24070,8,6,14,-14,-8,22,-4,4,0
444,444,0,22124,18056,11862,4462,-3724,-11352,-17992,-22428,24,6,-4,-14,8,-12,14,20,0
445,445,0,-24568,-24304,-21696,-17112,-10868,-3576,4050,10872,24,6,-4,54,-8,22,-4,-30,0
446,446,0,16942,21356,23852,24102,22140,18072,11894,4494,-8,-12,-4,4,-8,-12,-20,4,0
447,447,0,-3740,-11352,-17912,-22396,-24632,-24288,-21664,-17160,-8,-12,-4,4,-52,22,-20,4,0
448,448,0,-10868,-3608,4034,10856,16958,21388,23852,24134,24,6,-4,-14,8,-28,-4,-30,0
449,449,0,22124,18024,11830,4478,-3708,-11352,-17928,-22460,-8,22,-4,-14,-8,-12,-36,-14,0
450,450,0,-24552,-24288,-21664,-17144,-10788,-3624,4066,10872,8,22,14,4,-8,-12,14,20,0
451,451,0,16990,21372,23852,24118,22156,18072,11886,4494,8,22,14,4,-52,6,-4,-30,0
452,452,0,-3740,-11384,-17928,-22412,-24584,-24272,-21696,-17128,-8,-12,-20,-30,-24,6,-20,-14,0
453,453,0,-10820,-3576,4034,10856,16942,21420,23836,24070,-8,-12,14,-30,-8,-12,-4,4,0
454,454,0,22188,18056,11902,4494,-3692,-11336,-17928,-22412,8,6,14,4,-8,6,-20,-14,0
455,455,0,-24552,-24288,-21680,-17160,-10836,-3624,3962,10856,-8,-12,-4,-14,-8,6,-36,4,0
456,456,0,16990,21388,23788,24086,22172,17992,11806,4510,-52,-12,14,4,-36,6,30,-30,0
457,457,0,-3692,-11384,-17896,-22412,-24568,-24304,-21712,-17112,40,-12,14,4,-52,6,-20,20,0
458,458,0,-10788,-3592,4034,10856,16974,21420,23852,24118,40,-12,-4,-48,-8,6,-20,-14,0
459,459,0,22188,18024,11894,4564,-3692,-11336,-17960,-22444,8,6,-20,-14,-36,-12,-4,20,0
460,460,0,-24584,-24192,-21680,-17144,-10868,-3608,4034,10840,24,-28,14,-30,-8,6,14,-14,0
461,461,0,17006,21372,23772,24118,22172,18024,11862,4510,8,-12,-20,4,-24,38,-4,4,0
462,462,0,-3676,-11352,-17928,-22428,-24552,-24272,-21696,-17112,-8,22,14,-14,-36,22,14,4,0
463,463,0,-10788,-3592,4050,10888,17006,21420,23852,24118,-36,38,-4,4,8,6,-36,4,0
464,464,0,22140,18072,11862,4494,-3692,-11352,-17896,-22412,8,-12,-54,-30,8,22,14,4,0
465,465,0,-24568,-24240,-21712,-17160,-10788,-3640,4050,10888,8,22,-4,20,-36,-12,14,4,0
466,466,0,16974,21372,23820,24150,22188,18072,11870,4462,24,6,-4,-14,24,-12,-4,4,0
467,467,0,-3676,-11352,-17912,-22412,-24568,-24272,-21712,-17112,-8,6,14,20,-8,-12,-20,4,0
468,468,0,-10804,-3592,4034,10856,16974,21388,23820,24086,24,22,-4,-14,-8,-12,14,4,0
469,469,0,22188,18040,11838,4526,-3644,-11352,-17864,-22444,8,6,-20,20,-8,-12,-20,4,0
470,470,0,-24552,-24240,-21680,-17112,-10836,-3592,4050,10824,-8,22,-4,20,24,6,-4,-30,0
471,471,0,16974,21388,23820,24102,22204,18024,11862,4558,-36,6,-36,-14,24,-12,46,-14,0
472,472,0,-3724,-11384,-17928,-22396,-24552,-24288,-21696,-17128,8,-12,-36,4,-8,22,-4,-30,0
473,473,0,-10804,-3624,4066,10872,16990,21420,23852,24118,-8,-12,30,-14,-8,-12,-4,-30,0
474,474,0,22140,17976,11846,4580,-3676,-11368,-17928,-22444,-8,-12,-36,-30,8,-12,-4,4,0
475,475,0,-24552,-24240,-21680,-17144,-10788,-3624,4082,10840,24,6,-36,4,8,38,-4,4,0
476,476,0,16974,21420,23852,24086,22172,18072,11878,4558,24,6,-4,-30,24,6,-4,-14,0
477,477,0,-3708,-11368,-17928,-22444,-24568,-24272,-21728,-17112,8,6,-4,20,-8,22,14,-30,0
478,478,0,-10804,-3608,4034,10856,16990,21404,23836,24086,-8,22,-4,-30,8,6,-4,20,0
479,479,0,22124,18040,11846,4528,-3724,-11384,-17976,-22412,24,-12,14,-14,-52,22,30,4,0
480,480,0,-24584,-24240,-21680,-17130,-10756,-3624,4066,10842,-36,22,-20,4,-36,-12,14,-14,0
481,481,0,16974,21356,23788,24118,22188,18008,11830,4528,8,6,-4,4,-36,22,-4,-14,0
482,482,0,-3740,-11400,-17976,-22444,-24568,-24304,-21696,-17146,8,-12,-4,20,24,22,-4,4,0
483,483,0,-10852,-3640,4050,10826,17006,21436,23788,24118,24,-12,-4,-48,-8,38,-4,4,0
484,484,0,22140,18040,11814,4512,-3708,-11368,-17944,-22444,24,6,-4,4,72,38,14,20,0
485,485,0,-24568,-24240,-21664,-17114,-10836,-3592,4050,10826,8,6,-4,4,-36,6,-4,4,0
486,486,0,16990,21388,23820,24134,22140,18040,11846,4544,8,-12,14,-14,24,6,30,36,0
