Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
2452,2452,0,2958,-12994,5096,9826,-11330,-2886,13022,-5350,4130,-13970,4668,11098,-11510,-3898,13940,-4832,-4,-8,-10,-22,28,8,-10,12,0,0,0,0,0,0,0,0,0
2453,2453,0,-9674,11348,2662,-13006,5448,9596,-11410,-2362,-10990,11700,3710,-14022,5034,10898,-11836,-3432,-4,24,-10,12,44,24,-26,-22,0,0,0,0,0,0,0,0,0
2454,2454,0,12978,-5650,-9452,11576,2230,-12894,5816,9206,13920,-5230,-10628,11892,3294,-13954,5468,10526,12,-8,8,-6,-4,24,8,44,0,0,0,0,0,0,0,0,0
2455,2455,0,-11746,-2022,12864,-6058,-9154,11726,1702,-12942,-12070,-3020,13860,-5610,-10400,12174,2826,-13974,-4,24,-10,-22,-4,-8,-26,-38,0,0,0,0,0,0,0,0,0
2456,2456,0,6222,8958,-11776,-1632,12866,-6400,-8770,11970,5808,10206,-12242,-2570,13888,-6090,-10080,12382,-20,-24,-10,-22,28,-40,-10,-22,0,0,0,0,0,0,0,0,0
2457,2457,0,1442,-12750,6460,8678,-11954,-1266,12736,-6792,2310,-13842,6224,9930,-12444,-2188,13796,-6438,28,-8,-26,-22,12,-8,-10,-22,0,0,0,0,0,0,0,0,0
2458,2458,0,-8542,12142,856,-12620,7006,8378,-12100,-802,-9770,12608,1918,-13814,6630,9588,-12662,-1734,-4,24,-10,-6,-36,24,-10,-22,0,0,0,0,0,0,0,0,0
2459,2459,0,12650,-7176,-8190,12258,644,-12588,7250,7992,13714,-6852,-9452,12734,1552,-13714,7068,9296,12,24,8,28,28,40,-10,-22,0,0,0,0,0,0,0,0,0
2460,2460,0,-12306,-416,12540,-7440,-7982,12440,166,-12412,-12828,-1282,13580,-7184,-9088,12928,1120,-13598,28,8,-26,-22,-4,40,-10,-6,0,0,0,0,0,0,0,0,0
2461,2461,0,7596,7728,-12376,34,12442,-7744,-7642,12524,7376,8908,-12966,-864,13570,-7570,-8812,13164,-4,24,8,12,28,8,-26,44,0,0,0,0,0,0,0,0,0
2462,2462,0,-230,-12354,7848,7340,-12466,368,12300,-8068,636,-13444,7764,8578,-13130,-470,13436,-7948,-4,40,-10,12,-20,56,8,12,0,0,0,0,0,0,0,0,0
2463,2463,0,-7252,12670,-540,-12162,8258,7036,-12582,806,-8466,13230,280,-13354,8142,8274,-13262,0,12,-8,-10,12,12,24,-10,-22,0,0,0,0,0,0,0,0,0
2464,2464,0,12042,-8382,-7054,12716,-1066,-12082,8528,6738,13314,-8312,-8088,13388,-250,-13188,8544,7902,12,24,8,-6,12,-40,8,44,0,0,0,0,0,0,0,0,0
2465,2465,0,-12712,1242,12024,-8702,-6528,12878,-1540,-11890,-13426,442,13164,-8656,-7708,13522,-644,-13080,-4,40,8,-6,-52,8,8,-22,0,0,0,0,0,0,0,0,0
2466,2466,0,8924,6360,-12678,1666,11780,-9050,-6304,12912,8788,7526,-13526,956,12986,-8994,-7360,13612,28,-8,-26,-6,-20,8,8,12,0,0,0,0,0,0,0,0,0
2467,2467,0,-1850,-11678,9070,5972,-12856,1992,11770,-9380,-1186,-12880,9224,7172,-13650,1288,12868,-9292,-4,8,-10,-38,-4,-8,-10,-38,0,0,0,0,0,0,0,0,0
2468,2468,0,-5826,12974,-2444,-11486,9466,5710,-12774,2480,-7014,13682,-1476,-12718,9482,6772,-13726,1766,-36,-40,8,12,-4,8,-42,-38,0,0,0,0,0,0,0,0,0
2469,2469,0,11428,-9632,-5592,13008,-2624,-11342,9724,5208,12660,-9700,-6608,13830,-2002,-12534,9808,6350,-4,24,-10,-6,-20,8,56,-38,0,0,0,0,0,0,0,0,0
2470,2470,0,-12952,2750,11412,-9864,-5098,13038,-3072,-11118,-13842,2146,12412,-9970,-6200,13874,-2460,-12346,-36,-8,-10,-6,-20,8,-26,44,0,0,0,0,0,0,0,0,0
2471,2471,0,9968,4910,-12972,3240,11030,-10102,-4756,13088,10104,5968,-13902,2658,12252,-10264,-5862,13910,-20,-8,8,12,-20,-8,-26,-56,0,0,0,0,0,0,0,0,0
2472,2472,0,-3514,-10864,10208,4468,-12984,3562,10580,-10418,-2822,-12132,10378,5642,-13970,3054,12008,-10550,-4,24,-10,-6,-20,24,8,-22,0,0,0,0,0,0,0,0,0
2473,2473,0,-4250,13070,-4018,-10626,10558,4116,-12926,4026,-5410,13964,-3332,-11914,10686,5202,-13950,3536,-20,8,-10,12,-4,-8,-10,-6,0,0,0,0,0,0,0,0,0
2474,2474,0,10510,-10592,-4066,13088,-4266,-10464,10580,3770,11820,-10866,-4982,13990,-3734,-11652,10962,4812,12,-24,-26,-6,28,-8,40,12,0,0,0,0,0,0,0,0,0
2475,2475,0,-12968,4446,10192,-10870,-3530,13070,-4676,-10120,-13986,3954,11498,-11040,-4572,14028,-4136,-11474,44,40,8,-6,12,-40,8,-38,0,0,0,0,0,0,0,0,0
2476,2476,0,10950,3334,-12822,4872,10016,-11092,-3376,13072,11262,4388,-13982,4354,11318,-11382,-4200,14006,12,-24,24,-38,12,40,-26,-6,0,0,0,0,0,0,0,0,0
2477,2477,0,-5052,-9872,11300,2816,-13032,5210,9692,-11294,-4492,-11158,11554,4018,-14018,4724,11010,-11682,-4,-24,-26,-38,-20,24,24,-56,0,0,0,0,0,0,0,0,0
2478,2478,0,-2736,13022,-5560,-9620,11396,2526,-12806,5572,-3766,13996,-4966,-10790,11742,3544,-13982,5120,-4,8,8,-22,-4,-8,8,-56,0,0,0,0,0,0,0,0,0
2479,2479,0,9498,-11518,-2508,12992,-5762,-9424,11770,2140,10728,-11844,-3428,13958,-5346,-10552,12008,3126,-36,24,-10,-22,-20,-24,-26,-6,0,0,0,0,0,0,0,0,0
2480,2480,0,-12920,5870,9038,-11662,-1930,12942,-6234,-9066,-13970,5510,10442,-12170,-2918,13874,-5798,-10258,-4,-8,8,12,-4,-24,-26,12,0,0,0,0,0,0,0,0,0
2481,2481,0,11716,1678,-12726,6318,8892,-11838,-1556,12864,12188,2694,-13918,5982,10136,-12292,-2540,13878,60,8,-26,-22,-4,-8,8,28,0,0,0,0,0,0,0,0,0
2482,2482,0,-6544,-8766,12024,1246,-12776,6668,8490,-12018,-6146,-10056,12358,2218,-13858,6372,9910,-12574,-20,-24,-26,12,-20,-8,-10,12,0,0,0,0,0,0,0,0,0
2483,2483,0,-1098,12782,-7022,-8398,12074,848,-12568,7010,-2018,13762,-6576,-9642,12594,1810,-13774,6774,-20,-40,-10,-22,-4,-24,-42,-6,0,0,0,0,0,0,0,0,0
2484,2484,0,8274,-12146,-572,12652,-7236,-8132,12316,470,9546,-12704,-1602,13750,-6982,-9454,12716,1382,-36,8,8,12,-4,8,8,28,0,0,0,0,0,0,0,0,0
2485,2485,0,-12530,7370,7928,-12300,-230,12536,-7626,-7828,-13650,7186,9224,-12862,-1202,13634,-7344,-9004,-4,8,-26,12,-4,8,-26,-38,0,0,0,0,0,0,0,0,0
2486,2486,0,12394,108,-12360,7704,7612,-12412,118,12412,12986,960,-13494,7566,8882,-13008,-644,13500,-4,40,8,28,12,-8,-26,-38,0,0,0,0,0,0,0,0,0
2487,2487,0,-7950,-7502,12524,-342,-12290,8074,7362,-12540,-7692,-8722,13092,520,-13426,7808,8624,-13178,-36,8,-10,-6,12,24,-10,-22,0,0,0,0,0,0,0,0,0
2488,2488,0,644,12312,-8142,-7200,12602,-672,-12084,8338,-314,13406,-8120,-8332,13210,54,-13294,8210,12,-24,40,-22,-52,-8,-26,-38,0,0,0,0,0,0,0,0,0
2489,2489,0,6974,-12718,856,12098,-8558,-6800,12704,-1212,8180,-13300,128,13292,-8402,-8022,13420,-438,-20,-8,8,-6,-4,40,8,-38,0,0,0,0,0,0,0,0,0
2490,2490,0,-12050,8558,6560,-12910,1362,11982,-8770,-6404,-13162,8550,7780,-13434,572,13134,-8764,-7604,-20,72,-10,-6,-36,24,-26,-6,0,0,0,0,0,0,0,0,0
2491,2491,0,12746,-1618,-11876,8966,6238,-12814,1702,11842,13490,-838,-13038,8976,7424,-13554,1056,12966,28,24,-10,12,-52,24,-10,12,0,0,0,0,0,0,0,0,0
2492,2492,0,-9092,-6134,12864,-2058,-11698,9224,5896,-12990,-9072,-7276,13652,-1310,-12890,9200,7052,-13646,12,8,8,12,-4,24,24,12,0,0,0,0,0,0,0,0,0
2493,2493,0,2118,11524,-9420,-5654,12930,-2320,-11426,9534,1410,12800,-9420,-6848,13714,-1688,-12662,9578,-36,-8,-26,-6,-68,-8,-26,-22,0,0,0,0,0,0,0,0,0
2494,2494,0,5544,-12978,2598,11392,-9722,-5346,13038,-2790,6694,-13762,1918,12542,-9754,-6474,13812,-2118,12,40,-26,-6,-4,-8,-10,-22,0,0,0,0,0,0,0,0,0
2495,2495,0,-11330,9820,5236,-13054,2894,11116,-9982,-4974,-12444,9918,6342,-13846,2326,12416,-10096,-6050,-20,-24,-58,-22,-20,40,8,-6,0,0,0,0,0,0,0,0,0
2496,2496,0,12994,-3078,-11106,10050,4766,-13010,3572,11024,13856,-2566,-12258,10174,5872,-13874,2778,12238,-4,8,-10,-6,12,-40,8,-6,0,0,0,0,0,0,0,0,0
2497,2497,0,-10290,-4510,13054,-3574,-10856,10296,4374,-13150,-10336,-5612,13908,-3012,-12054,10492,5500,-13990,-4,-56,-26,12,-4,-24,-42,28,0,0,0,0,0,0,0,0,0
2498,2498,0,3854,10684,-10450,-4148,13010,-3940,-10530,10524,3230,11982,-10660,-5200,13968,-3388,-11836,10774,-4,-8,24,-6,-20,8,8,28,0,0,0,0,0,0,0,0,0
2499,2499,0,3998,-13074,4278,10428,-10760,-3780,13022,-4340,5138,-13954,3630,11652,-10942,-4890,13956,-3856,-36,-8,8,12,28,8,-10,12,0,0,0,0,0,0,0,0,0
2500,2500,0,-10354,10764,3764,-13118,4526,10200,-10904,-3398,-11574,11002,4732,-14022,4028,11492,-11196,-4438,-36,24,24,12,-20,8,-10,12,0,0,0,0,0,0,0,0,0
2501,2501,0,13074,-4770,-10062,11072,3212,-13010,4954,9970,14000,-4352,-11308,11306,4242,-14002,4456,11146,-20,8,8,-6,12,-8,8,-22,0,0,0,0,0,0,0,0,0
2502,2502,0,-11218,-2982,13022,-5174,-9818,11202,2852,-13022,-11446,-4094,14010,-4630,-11102,11604,3876,-14022,-52,-40,-26,-22,-4,-72,-10,-22,0,0,0,0,0,0,0,0,0
2503,2503,0,5368,9692,-11394,-2554,12930,-5538,-9594,11512,4858,10946,-11720,-3592,13968,-5118,-10756,11764,28,24,-42,-56,-4,24,-10,-6,0,0,0,0,0,0,0,0,0
2504,2504,0,2390,-12946,5720,9358,-11554,-2224,12960,-5898,3438,-13970,5316,10622,-11958,-3212,13908,-5482,-4,-24,-26,12,12,8,8,28,0,0,0,0,0,0,0,0,0
2505,2505,0,-9298,11742,1830,-12958,6046,9192,-11680,-1808,-10480,12078,3010,-13974,5712,10318,-12162,-2756,-36,-24,-26,44,-36,8,24,12,0,0,0,0,0,0,0,0,0
2506,2506,0,12850,-6198,-8904,11922,1506,-12798,6364,8790,13904,-5878,-10192,12334,2566,-13874,6130,10046,12,8,8,-6,-52,24,-42,-22,0,0,0,0,0,0,0,0,0
2507,2507,0,-11938,-1378,12768,-6628,-8708,12030,968,-12758,-12326,-2300,13828,-6274,-9898,12512,2108,-13846,-36,-8,-26,-6,-20,8,-10,12,0,0,0,0,0,0,0,0,0
2508,2508,0,6846,8526,-12036,-994,12618,-6932,-8388,12194,6422,9748,-12560,-1910,13746,-6660,-9548,12718,-36,-8,-10,12,-4,-8,24,12,0,0,0,0,0,0,0,0,0
2509,2509,0,724,-12654,7220,8136,-12226,-576,12572,-7344,1696,-13714,6884,9408,-12732,-1512,13668,-7040,-4,-24,24,44,-4,24,8,-22,0,0,0,0,0,0,0,0,0
2510,2510,0,-8078,12376,310,-12476,7500,7856,-12226,-134,-9290,12880,1216,-13662,7248,9100,-12886,-1072,-20,-8,-10,-38,12,-24,24,-6,0,0,0,0,0,0,0,0,0
2511,2511,0,12442,-7712,-7808,12508,-86,-12354,7816,7576,13538,-7468,-8948,13014,858,-13508,7652,8764,-4,8,8,-6,-4,-8,8,12,0,0,0,0,0,0,0,0,0
2512,2512,0,-12450,140,12380,-7956,-7412,12584,-476,-12236,-13066,-678,13420,-7820,-8578,13166,392,-13386,-4,-40,8,12,12,8,-26,-6,0,0,0,0,0,0,0,0,0
2513,2513,0,8098,7138,-12488,614,12212,-8244,-7198,12684,7998,8338,-13246,-114,13346,-8150,-8198,13340,-4,-40,-58,28,-36,24,-26,-6,0,0,0,0,0,0,0,0,0
2514,2514,0,-892,-12114,8380,6802,-12712,1050,12158,-8574,-58,-13236,8448,8034,-13322,282,13196,-8480,-20,-24,-42,12,12,-24,-10,28,0,0,0,0,0,0,0,0,0
2515,2515,0,-6678,12814,-1414,-11922,8812,6524,-12646,1522,-7900,13438,-500,-13130,8644,7670,-13454,696,-20,-24,-10,12,28,-8,-26,12,0,0,0,0,0,0,0,0,0
2516,2516,0,11866,-8898,-6384,12848,-1714,-11806,8942,6084,13050,-8850,-7488,13564,-920,-12960,9096,7364,-4,24,-42,-38,-4,40,-26,28,0,0,0,0,0,0,0,0,0
2517,2517,0,-12856,1864,11754,-9236,-6032,12942,-2300,-11534,-13634,1240,12884,-9164,-7126,13666,-1396,-12814,12,8,8,-6,-4,-8,24,12,0,0,0,0,0,0,0,0,0
2518,2518,0,9338,5854,-12790,2300,11524,-9504,-5688,13024,9338,6962,-13678,1606,12724,-9572,-6720,13782,44,40,-10,-6,12,-8,8,-6,0,0,0,0,0,0,0,0,0
2519,2519,0,-2512,-11454,9644,5336,-12968,2622,11458,-9800,-1810,-12582,9664,6510,-13778,1954,12492,-9858,-4,8,24,-22,-20,24,-26,-6,0,0,0,0,0,0,0,0,0
2520,2520,0,-5210,13022,-2978,-11198,9872,5130,-12822,3008,-6376,13826,-2246,-12410,9976,6144,-13902,2442,-36,8,-10,-6,12,24,-42,12,0,0,0,0,0,0,0,0,0
2521,2521,0,11078,-10052,-5050,13104,-3322,-10996,10128,4648,12354,-10168,-5974,13926,-2710,-12196,10244,5770,12,-40,8,44,28,-8,8,-6,0,0,0,0,0,0,0,0,0
2522,2522,0,-12984,3402,10906,-10322,-4454,13086,-3874,-10706,-13922,2862,12088,-10438,-5602,13964,-3172,-12058,-20,-8,-42,-22,-4,24,8,-38,0,0,0,0,0,0,0,0,0
2523,2523,0,10398,4228,-12926,3898,10606,-10496,-4162,13072,10558,5350,-13950,3270,11900,-10738,-5206,13958,-4,8,24,44,-20,8,-10,44,0,0,0,0,0,0,0,0,0
2524,2524,0,-4058,-10576,10580,3914,-13032,4212,10334,-10770,-3502,-11764,10866,5024,-13986,3672,11650,-10976,-4,8,8,12,-20,-8,-10,-6,0,0,0,0,0,0,0,0,0
2525,2525,0,-3674,13086,-4596,-10290,10886,3562,-12838,4696,-4810,13996,-4026,-11586,11142,4596,-13998,4178,-20,24,-10,28,-36,40,-26,-6,0,0,0,0,0,0,0,0,0
2526,2526,0,10238,-10964,-3518,13040,-4876,-10052,11332,3024,11406,-11238,-4344,13990,-4460,-11254,11402,4146,-4,-40,-26,-6,-20,-8,-10,28,0,0,0,0,0,0,0,0,0
2527,2527,0,-12984,5022,9820,-11198,-2848,13054,-5368,-9752,-14002,4644,11146,-11602,-3862,14012,-4798,-10976,12,-24,8,-6,-4,-8,-10,-6,0,0,0,0,0,0,0,0,0
2528,2528,0,11316,2654,-12806,5368,9610,-11470,-2572,13008,11646,3714,-13998,5056,10894,-11748,-3572,13926,-4,8,-10,-6,-4,8,8,-6,0,0,0,0,0,0,0,0,0
2529,2529,0,-5650,-9488,11658,2252,-12952,5806,9270,-11582,-5202,-10690,11842,3302,-13954,5414,10538,-12074,-36,8,8,-56,-68,8,-26,12,0,0,0,0,0,0,0,0,0
2530,2530,0,-2122,12974,-6076,-9236,11716,1896,-12694,6116,-3102,13964,-5670,-10354,12108,2900,-13886,5834,12,-56,8,-56,-20,-8,8,-6,0,0,0,0,0,0,0,0,0
2531,2531,0,9020,-11806,-1620,12880,-6432,-8914,11960,1442,10270,-12260,-2636,13926,-6018,-10152,12294,2474,-4,24,-10,-6,-20,24,-26,12,0,0,0,0,0,0,0,0,0
2532,2532,0,-12760,6508,8624,-11938,-1226,12830,-6750,-8542,-13858,6176,9974,-12458,-2216,13810,-6410,-9794,-4,40,-10,12,-36,24,-10,-6,0,0,0,0,0,0,0,0,0
2533,2533,0,12042,1018,-12598,6866,8468,-12114,-786,12684,12498,1954,-13790,6574,9658,-12550,-1762,13782,-4,-8,-26,-6,-36,-56,8,-6,0,0,0,0,0,0,0,0,0
2534,2534,0,-7078,-8276,12268,582,-12578,7122,8076,-12300,-6806,-9518,12652,1558,-13746,6962,9320,-12830,-4,-8,-26,-22,12,8,-10,-6,0,0,0,0,0,0,0,0,0
2535,2535,0,-406,12638,-7532,-7956,12362,252,-12424,7608,-1410,13650,-7192,-9132,12922,1124,-13558,7380,-20,-8,24,12,-36,-8,8,12,0,0,0,0,0,0,0,0,0
2536,2536,0,7810,-12412,-56,12428,-7756,-7712,12460,-182,9010,-12928,-876,13564,-7596,-8866,13076,616,28,-8,8,-6,-68,8,8,-38,0,0,0,0,0,0,0,0,0
2537,2537,0,-12370,7920,7426,-12508,412,12376,-8078,-7312,-13458,7734,8736,-13146,-458,13470,-7938,-8464,-36,24,24,-22,-20,-24,-10,-6,0,0,0,0,0,0,0,0,0
2538,2538,0,12602,-560,-12148,8152,7118,-12638,776,12194,13194,266,-13358,8098,8340,-13236,-14,13340,-36,8,-26,12,-36,8,-10,12,0,0,0,0,0,0,0,0,0
2539,2539,0,-8430,-6948,12736,-1042,-12066,8526,6720,-12814,-8274,-8134,13372,-278,-13210,8406,7962,-13418,-68,-24,-26,12,-20,24,-26,12,0,0,0,0,0,0,0,0,0
2540,2540,0,1186,12078,-8658,-6548,12762,-1394,-11792,8758,332,13214,-8620,-7788,13506,-646,-13086,8764,-20,24,-26,12,12,8,-42,12,0,0,0,0,0,0,0,0,0
2541,2541,0,6438,-12798,1590,11858,-8948,-6246,12816,-1856,7552,-13492,912,13030,-8960,-7420,13564,-1072,-4,8,-10,12,-36,8,8,-6,0,0,0,0,0,0,0,0,0
2542,2542,0,-11730,9160,6078,-12974,2008,11774,-9340,-5850,-12922,9068,7212,-13662,1234,12864,-9252,-7008,-4,-24,24,-38,-20,-8,8,12,0,0,0,0,0,0,0,0,0
2543,2543,0,12946,-2240,-11568,9342,5742,-12946,2328,11480,13666,-1544,-12726,9440,6790,-13730,1726,12686,-20,-8,-10,12,-36,-8,-26,-38,0,0,0,0,0,0,0,0,0
2544,2544,0,-9570,-5570,13022,-2634,-11378,9708,5378,-13086,-9642,-6708,13732,-1958,-12572,9716,6406,-13846,-20,8,8,-6,-4,40,-26,-6,0,0,0,0,0,0,0,0,0
2545,2545,0,2830,11202,-9888,-5110,12946,-2982,-11154,9970,2150,12544,-9978,-6178,13856,-2332,-12368,10078,-36,8,-26,28,-36,-24,24,12,0,0,0,0,0,0,0,0,0
2546,2546,0,4878,-12994,3444,11104,-10178,-4622,13038,-3398,6016,-13874,2498,12270,-10240,-5862,13892,-2820,-68,8,8,44,28,8,8,-6,0,0,0,0,0,0,0,0,0
2547,2547,0,-10904,10200,4572,-13118,3694,10796,-10338,-4276,-12134,10402,5644,-13958,3030,12094,-10478,-5418,-36,-24,-42,-22,-36,-8,8,-6,0,0,0,0,0,0,0,0,0
2548,2548,0,13058,-3780,-10530,10460,4238,-13058,4056,10524,13936,-3260,-11948,10670,5266,-13938,3518,11780,-4,-8,-26,28,12,-8,-26,44,0,0,0,0,0,0,0,0,0
2549,2549,0,-10594,-3860,13022,-4180,-10466,10668,3842,-13102,-10830,-5022,13956,-3712,-11638,10922,4828,-13990,28,24,-10,-6,-36,24,8,-6,0,0,0,0,0,0,0,0,0
2550,2550,0,4462,10344,-10800,-3526,13026,-4494,-10222,10928,3884,11588,-11052,-4550,13984,-4128,-11396,11242,-36,-8,-26,12,-4,-24,-10,12,0,0,0,0,0,0,0,0,0
2551,2551,0,3400,-13026,4794,10034,-11048,-3168,13070,-5046,4386,-14002,4376,11274,-11350,-4272,13940,-4518,-36,8,-42,-6,-20,24,8,44,0,0,0,0,0,0,0,0,0
2552,2552,0,-9882,11068,3118,-13038,5130,9804,-11298,-2790,-11182,11508,4068,-14022,4698,11072,-11588,-3776,12,-8,-10,-22,12,-24,-10,12,0,0,0,0,0,0,0,0,0
2553,2553,0,12978,-5410,-9706,11376,2518,-12930,5658,9486,13968,-4954,-10820,11748,3612,-13954,5188,10702,-4,40,-10,-22,-4,8,24,12,0,0,0,0,0,0,0,0,0
2554,2554,0,-11474,-2384,12990,-5770,-9378,11610,2058,-12974,-11894,-3372,13956,-5300,-10592,11998,3178,-13974,28,8,52,28,-4,-8,8,12,0,0,0,0,0,0,0,0,0
2555,2555,0,5918,9240,-11680,-1920,12850,-6102,-9048,11858,5474,10418,-12060,-2932,13936,-5724,-10302,12254,12,40,-10,-6,-20,-24,24,-6,0,0,0,0,0,0,0,0,0
2556,2556,0,1720,-12782,6252,8886,-11906,-1554,12816,-6468,2694,-13922,5954,10158,-12278,-2552,13812,-6098,-4,-8,8,12,-4,8,8,-6,0,0,0,0,0,0,0,0,0
2557,2557,0,-8804,12030,1352,-12774,6630,8638,-11956,-1148,-10026,12464,2242,-13846,6310,9854,-12448,-2054,-36,-24,24,12,-20,-40,-10,-56,0,0,0,0,0,0,0,0,0
2558,2558,0,12698,-6752,-8450,12146,884,-12638,7140,8290,13762,-6522,-9770,12622,1840,-13778,6740,9578,-4,8,8,44,-20,8,40,28,0,0,0,0,0,0,0,0,0
2559,2559,0,-12146,-640,12572,-7216,-8142,12296,410,-12540,-12700,-1592,13732,-6960,-9418,12768,1432,-13646,-36,-8,-10,-22,-68,-24,-26,28,0,0,0,0,0,0,0,0,0
2560,2560,0,7356,8042,-12196,-310,12474,-7550,-7888,12444,7096,9248,-12870,-1184,13634,-7308,-9076,12998,-4,-24,24,12,-4,-24,-42,-38,0,0,0,0,0,0,0,0,0
2561,2561,0,42,-12428,7736,7656,-12450,108,12460,-7828,1010,-13476,7452,8908,-13034,-790,13516,-7684,-36,8,-26,12,-4,-8,-26,12,0,0,0,0,0,0,0,0,0
2562,2562,0,-7460,12552,-350,-12268,7954,7306,-12472,534,-8768,13134,600,-13434,7822,8534,-13182,-326,-36,-8,-26,-6,-20,8,-26,12,0,0,0,0,0,0,0,0,0
2563,2563,0,12180,-8196,-7244,12620,-732,-12130,8300,6962,13394,-8070,-8310,13292,60,-13284,8184,8194,-4,24,8,44,-4,8,-10,12,0,0,0,0,0,0,0,0,0
2564,2564,0,-12626,848,12174,-8478,-6838,12814,-1010,-11986,-13322,54,13292,-8332,-8028,13422,-356,-13194,-36,-24,-10,-6,-68,-8,8,44,0,0,0,0,0,0,0,0,0
2565,2565,0,8628,6620,-12630,1326,11930,-8766,-6542,12864,8516,7840,-13390,536,13082,-8754,-7648,13548,-4,24,8,-6,-68,8,24,-6,0,0,0,0,0,0,0,0,0
2566,2566,0,-1522,-11870,8878,6270,-12824,1694,11802,-9082,-808,-12992,8896,7412,-13538,912,12964,-9052,-20,-8,8,-6,-4,-8,-10,-22,0,0,0,0,0,0,0,0,0
2567,2567,0,-6112,12942,-2136,-11646,9164,5918,-12774,2140,-7246,13618,-1220,-12862,9258,7090,-13622,1414,-20,-40,24,-22,-4,-56,24,12,0,0,0,0,0,0,0,0,0
2568,2568,0,11540,-9408,-5836,12976,-2330,-11470,9580,5572,12772,-9350,-6888,13718,-1682,-12720,9616,6710,28,8,24,12,-68,8,-10,-6,0,0,0,0,0,0,0,0,0
2569,2569,0,-12936,2526,11562,-9716,-5354,12958,-2914,-11278,-13762,1906,12556,-9706,-6568,13826,-2054,-12542,-20,8,24,-22,12,-8,8,-38,0,0,0,0,0,0,0,0,0
2570,2570,0,9808,5210,-12910,2880,11158,-9956,-5114,13088,9880,6304,-13822,2298,12386,-10024,-6138,13846,-68,40,-26,-22,-36,8,-26,-6,0,0,0,0,0,0,0,0,0
2571,2571,0,-3210,-11060,10064,4776,-13000,3334,11156,-10210,-2472,-12212,10182,5982,-13922,2688,12152,-10322,12,8,-26,-38,28,24,-42,12,0,0,0,0,0,0,0,0,0
2572,2572,0,-4652,13070,-3796,-10786,10334,4440,-12838,3786,-5730,13890,-3060,-12090,10510,5542,-13918,3142,44,40,-10,-6,-4,8,-26,12,0,0,0,0,0,0,0,0,0
2573,2573,0,10702,-10480,-4342,13072,-3914,-10624,10430,4026,11996,-10658,-5326,13990,-3358,-11860,10786,5152,-36,-24,-74,-22,-20,40,-26,-6,0,0,0,0,0,0,0,0,0
2574,2574,0,-13000,4052,10398,-10674,-3786,13086,-4390,-10370,-13970,3592,11714,-10928,-4890,14012,-3812,-11650,-4,-8,-10,-6,-4,-24,8,-38,0,0,0,0,0,0,0,0,0
2575,2575,0,10766,3610,-12894,4564,10238,-10880,-3662,13104,11006,4676,-13982,4034,11550,-11158,-4510,13990,-4,56,-10,28,-36,24,-10,-38,0,0,0,0,0,0,0,0,0
2576,2576,0,-4780,-10102,11220,3136,-12968,4878,9900,-11134,-4252,-11334,11242,4322,-13970,4372,11226,-11360,-4,-8,-26,-6,-4,8,-10,-6,0,0,0,0,0,0,0,0,0
2577,2577,0,-3082,13054,-5274,-9832,11222,2862,-12822,5240,-4038,13996,-4638,-11056,11582,3890,-13998,4828,28,-8,24,12,-4,8,-26,-6,0,0,0,0,0,0,0,0,0
2578,2578,0,9674,-11358,-2746,13056,-5466,-9568,11490,2396,10974,-11668,-3748,13990,-5050,-10850,11778,3456,-4,-8,-26,-6,12,8,24,12,0,0,0,0,0,0,0,0,0
2579,2579,0,-12856,5694,9366,-11502,-2250,12958,-5948,-9300,-13954,5334,10650,-11978,-3230,13964,-5470,-10534,-36,8,-10,-6,28,-8,-10,12,0,0,0,0,0,0,0,0,0
2580,2580,0,11620,2088,-12710,6036,9100,-11726,-1976,12912,12044,3076,-13902,5674,10430,-12164,-2732,13894,-20,-24,-42,-22,12,-8,-10,12,0,0,0,0,0,0,0,0,0
