Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/time_8s_1
1950,1950,0,24942,24708,24520,24354,24058,23850,23466,23170,12,-14,4,10,-4,36,4,-8,0
1951,1951,0,22778,22468,22096,21710,21236,20828,20298,19852,-4,4,4,26,-48,4,36,-8,0
1952,1952,0,19288,18740,18208,17626,17038,16420,15798,15170,-4,4,4,26,-32,4,4,26,0
1953,1953,0,14474,13864,13148,12424,11672,10960,10232,9452,12,-30,4,42,12,20,20,10,0
1954,1954,0,8686,7930,7144,6352,5548,4770,3952,3130,-4,4,36,-24,12,4,-30,10,0
1955,1955,0,2294,1556,684,-106,-936,-1724,-2554,-3378,12,36,-14,26,12,4,4,26,0
1956,1956,0,-4192,-4994,-5746,-6574,-7330,-8088,-8894,-9712,-4,4,4,10,-4,36,-14,26,0
1957,1957,0,-10420,-11078,-11816,-12624,-13300,-13976,-14660,-15338,28,36,4,26,-48,20,20,42,0
1958,1958,0,-15938,-16506,-17182,-17808,-18326,-18958,-19458,-20024,12,-30,36,-8,12,4,20,10,0
1959,1959,0,-20410,-20942,-21518,-21972,-22216,-22654,-23100,-23502,28,-14,20,-8,28,20,36,10,0
1960,1960,0,-23682,-23990,-24286,-24638,-24758,-24922,-25184,-25408,-4,20,-14,-8,12,20,36,10,0
1961,1961,0,-25424,-25552,-25700,-25796,-25696,-25728,-25796,-25796,-4,4,20,10,-48,4,4,10,0
1962,1962,0,-25632,-25536,-25424,-25392,-25136,-24890,-24774,-24574,28,-30,20,26,28,-14,20,10,0
1963,1963,0,-24210,-23990,-23686,-23356,-22876,-22558,-22196,-21828,-4,20,20,26,-48,-14,36,-8,0
1964,1964,0,-21216,-20804,-20372,-19778,-19196,-18740,-18154,-17550,-32,4,4,-8,28,20,-14,-8,0
1965,1965,0,-16912,-16296,-15670,-15032,-14318,-13602,-12964,-12214,12,4,4,-24,12,-14,20,10,0
1966,1966,0,-11492,-10690,-9994,-9250,-8486,-7684,-6892,-6098,-48,-14,4,42,28,20,-14,10,0
1967,1967,0,-5356,-4466,-3654,-2888,-2110,-1270,-468,360,28,36,4,-24,-64,4,20,10,0
1968,1968,0,1188,1998,2766,3632,4412,5228,6016,6790,12,4,-14,-24,-4,-30,20,10,0
1969,1969,0,7536,8282,9070,9826,10568,11248,12016,12750,-4,4,4,42,-20,4,4,10,0
1970,1970,0,13380,14082,14784,15398,15962,16600,17182,17786,-48,4,-46,-24,-4,20,36,26,0
1971,1971,0,18322,18820,19416,19964,20328,20844,21258,21758,-48,20,4,26,12,4,4,26,0
1972,1972,0,22076,22484,22826,23222,23472,23834,24078,24336,-4,20,4,10,-4,-14,-14,26,0
1973,1973,0,24520,24676,24904,25086,25198,25294,25376,25532,-4,20,4,10,28,20,20,42,0
1974,1974,0,25470,25454,25488,25516,25358,25326,25232,25086,-48,4,4,-24,44,-14,-14,10,0
1975,1975,0,24910,24724,24520,24354,24058,23782,23498,23206,12,4,-30,10,-32,-14,36,10,0
1976,1976,0,22778,22500,22064,21678,21236,20828,20298,19868,-32,20,4,-8,28,-14,4,10,0
1977,1977,0,19272,18708,18192,17626,16974,16420,15814,15170,-4,4,4,10,12,4,20,26,0
1978,1978,0,14458,13848,13164,12424,11672,10944,10232,9452,-48,-14,-14,26,12,4,4,26,0
1979,1979,0,8686,7946,7160,6352,5564,4754,3952,3146,-48,4,4,26,-32,36,4,26,0
1980,1980,0,2326,1556,700,-122,-952,-1708,-2554,-3378,28,-14,4,-24,-4,4,-14,-8,0
1981,1981,0,-4146,-5010,-5778,-6590,-7362,-8088,-8894,-9712,28,4,4,10,-64,20,20,-8,0
1982,1982,0,-10404,-11094,-11864,-12624,-13300,-13960,-14692,-15338,28,20,-14,42,28,36,20,26,0
1983,1983,0,-15938,-16506,-17198,-17824,-18310,-18958,-19442,-20008,-4,-14,4,10,28,20,36,42,0
1984,1984,0,-20442,-20958,-21518,-21956,-22216,-22670,-23076,-23454,28,-14,20,42,-32,4,20,-24,0
1985,1985,0,-23682,-24022,-24350,-24606,-24726,-24938,-25216,-25408,28,4,4,26,-48,-14,-30,26,0
1986,1986,0,-25408,-25584,-25700,-25828,-25728,-25728,-25796,-25780,28,4,20,10,-20,4,4,-8,0
1987,1987,0,-25616,-25520,-25440,-25360,-25120,-24890,-24790,-24542,-4,-14,20,-24,-4,4,4,-24,0
1988,1988,0,-24210,-23974,-23702,-23404,-22908,-22542,-22196,-21796,-4,-14,-14,42,-48,-14,20,10,0
1989,1989,0,-21216,-20804,-20388,-19778,-19196,-18724,-18154,-17566,-32,-14,4,10,12,52,4,10,0
1990,1990,0,-16912,-16296,-15670,-15000,-14270,-13618,-12916,-12198,12,36,20,10,28,20,4,26,0
1991,1991,0,-11476,-10690,-10026,-9250,-8438,-7684,-6844,-6114,-48,4,52,-8,28,-46,4,26,0
1992,1992,0,-5308,-4450,-3654,-2872,-2078,-1270,-452,360,28,-14,-14,10,-4,4,4,26,0
1993,1993,0,1188,1998,2782,3648,4428,5244,6016,6756,-48,20,20,10,-32,-14,4,10,0
1994,1994,0,7520,8298,9086,9858,10568,11266,12000,12730,28,20,4,-40,12,4,20,10,0
1995,1995,0,13396,14066,14784,15398,15962,16616,17198,17770,12,-14,4,10,28,-14,36,10,0
1996,1996,0,18306,18836,19384,19932,20312,20860,21278,21758,12,20,4,26,-20,-30,4,26,0
1997,1997,0,22092,22484,22858,23170,23456,23782,24094,24354,12,20,4,10,-48,-14,4,10,0
1998,1998,0,24520,24708,24904,25118,25214,25310,25408,25532,12,-30,20,-8,-48,4,4,26,0
1999,1999,0,25454,25486,25472,25476,25342,25294,25184,25102,-64,20,4,26,28,20,4,10,0
2000,2000,0,24910,24708,24536,24370,24042,23798,23466,23206,28,20,-14,-24,-20,-30,20,-8,0
2001,2001,0,22794,22468,22080,21694,21220,20780,20298,19852,-4,-14,20,10,28,-30,20,10,0
2002,2002,0,19256,18708,18240,17626,17006,16436,15798,15138,28,-30,4,26,-64,4,20,-24,0
2003,2003,0,14426,13800,13132,12408,11688,10928,10248,9420,12,4,4,-8,-48,4,-14,26,0
2004,2004,0,8702,7946,7112,6320,5564,4808,3952,3146,-4,-14,36,10,-32,-30,4,10,0
2005,2005,0,2294,1508,716,-106,-984,-1708,-2570,-3378,44,-14,-14,10,-4,-14,20,10,0
2006,2006,0,-4208,-5010,-5794,-6590,-7378,-8088,-8910,-9712,28,20,4,10,-4,-14,4,-40,0
2007,2007,0,-10388,-11126,-11832,-12592,-13284,-13960,-14660,-15354,-4,20,4,-24,-4,-14,36,-8,0
2008,2008,0,-15922,-16538,-17166,-17824,-18326,-18942,-19458,-20008,12,36,4,42,-4,-30,4,10,0
2009,2009,0,-20410,-20958,-21518,-21972,-22270,-22638,-23116,-23470,-4,-14,4,26,12,20,20,-24,0
2010,2010,0,-23698,-24022,-24318,-24590,-24758,-24980,-25216,-25408,12,4,4,-8,-4,20,4,10,0
2011,2011,0,-25456,-25536,-25700,-25812,-25728,-25744,-25812,-25780,-4,-30,4,-8,12,4,4,10,0
2012,2012,0,-25632,-25536,-25456,-25376,-25120,-24874,-24790,-24574,12,4,4,10,-4,-14,20,26,0
2013,2013,0,-24194,-23942,-23686,-23372,-22924,-22558,-22164,-21796,-4,4,4,26,-20,20,4,-8,0
2014,2014,0,-21232,-20804,-20388,-19810,-19196,-18708,-18138,-17600,-4,36,20,-24,12,20,-14,-8,0
2015,2015,0,-16928,-16264,-15686,-15032,-14302,-13602,-12948,-12214,12,20,4,10,12,20,20,26,0
2016,2016,0,-11492,-10706,-9962,-9234,-8438,-7684,-6926,-6146,28,4,4,26,28,20,36,10,0
2017,2017,0,-5340,-4466,-3638,-2888,-2078,-1238,-420,392,-4,4,4,10,-4,-14,-14,-24,0
2018,2018,0,1172,1982,2782,3648,4444,5244,5984,6790,12,20,4,10,-4,4,20,26,0
2019,2019,0,7520,8266,9086,9842,10536,11216,12048,12750,12,-14,4,-24,-4,-30,-14,-8,0
2020,2020,0,13380,14050,14768,15398,15946,16516,17246,17786,-4,-14,4,42,12,-14,20,10,0
2021,2021,0,18354,18820,19384,19932,20328,20844,21258,21742,28,-30,4,10,-48,-14,4,-8,0
2022,2022,0,22092,22468,22874,23222,23440,23766,24094,24370,12,4,20,10,28,36,4,-8,0
2023,2023,0,24488,24740,24920,25086,25150,25310,25392,25476,12,-14,4,-24,-4,4,4,-8,0
2024,2024,0,25486,25470,25472,25532,25342,25294,25216,25070,28,4,4,10,-4,4,-14,-8,0
2025,2025,0,24926,24692,24552,24354,24026,23766,23466,23190,12,20,-14,26,28,4,4,-8,0
2026,2026,0,22778,22468,22064,21694,21220,20780,20282,19802,-4,20,4,-8,-48,-14,36,10,0
2027,2027,0,19272,18692,18240,17626,16990,16388,15878,15186,-4,-14,20,10,28,4,4,-24,0
2028,2028,0,14474,13816,13148,12424,11656,10912,10216,9436,12,-14,4,-8,-48,-14,-30,42,0
2029,2029,0,8686,7914,7220,6336,5548,4754,3936,3130,28,4,-30,-8,-4,4,4,26,0
2030,2030,0,2336,1508,684,-138,-984,-1724,-2570,-3378,-48,4,-30,10,28,-14,-14,26,0
2031,2031,0,-4208,-4994,-5778,-6574,-7362,-8136,-8894,-9712,28,4,4,10,28,-14,4,10,0
2032,2032,0,-10436,-11078,-11880,-12576,-13284,-13960,-14692,-15320,44,4,-14,-8,12,20,4,-8,0
2033,2033,0,-15922,-16570,-17182,-17840,-18326,-18958,-19442,-20008,-4,20,4,-8,-4,-30,4,10,0
2034,2034,0,-20442,-20990,-21534,-21972,-22254,-22702,-23084,-23454,-32,-14,-14,26,12,-14,-14,10,0
2035,2035,0,-23682,-24022,-24334,-24606,-24758,-24964,-25168,-25376,12,-14,-14,10,-48,4,-14,26,0
2036,2036,0,-25408,-25568,-25700,-25796,-25728,-25728,-25780,-25780,12,-14,4,42,28,4,-14,10,0
2037,2037,0,-25616,-25536,-25440,-25312,-25120,-24922,-24758,-24558,-4,4,20,26,12,-14,20,10,0
2038,2038,0,-24194,-23958,-23670,-23356,-22908,-22558,-22196,-21796,12,20,20,26,12,-14,4,-8,0
2039,2039,0,-21232,-20820,-20388,-19794,-19196,-18756,-18090,-17582,44,4,-14,-24,-48,20,-14,-24,0
2040,2040,0,-16928,-16280,-15638,-15032,-14318,-13666,-12988,-12214,28,-14,4,10,-20,-30,20,-24,0
2041,2041,0,-11492,-10722,-9946,-9234,-8438,-7668,-6844,-6114,-4,-30,4,-24,-4,4,20,10,0
2042,2042,0,-5324,-4498,-3638,-2888,-2062,-1254,-388,376,-4,-14,4,10,12,36,-14,-8,0
2043,2043,0,1156,1966,2798,3632,4390,5212,6032,6790,12,-14,36,10,28,4,20,-24,0
2044,2044,0,7520,8282,9118,9842,10584,11248,12016,12762,44,4,20,26,12,-14,36,10,0
2045,2045,0,13364,14082,14768,15446,15930,16548,17214,17770,-32,-14,4,-8,12,4,-14,10,0
2046,2046,0,18354,18852,19416,19932,20328,20828,21294,21774,28,20,20,-24,28,4,36,10,0
2047,2047,0,22076,22500,22874,23186,23440,23734,24038,24336,28,-14,20,10,12,-14,-14,-24,0
2048,2048,1,24472,24740,24958,25102,25166,25278,25376,25492,12,20,-14,-8,-4,20,4,42,0
2049,2049,0,25438,25406,25504,25476,25358,25294,25200,25102,-4,4,4,26,12,4,20,10,0
2050,2050,0,24910,24724,24536,24402,24058,23782,23466,23206,12,-14,-14,-24,-4,20,36,10,0
2051,2051,0,22762,22468,22064,21678,21236,20812,20298,19834,12,20,-14,26,-48,20,4,-8,0
2052,2052,0,19288,18724,18224,17626,17006,16370,15798,15154,28,-14,20,10,12,-14,4,10,0
2053,2053,0,14458,13800,13164,12392,11704,10912,10232,9470,28,-14,-14,26,12,-30,-30,-24,0
2054,2054,0,8686,7930,7160,6368,5580,4754,3952,3164,-4,36,-30,42,-32,4,4,10,0
2055,2055,0,2294,1540,684,-122,-952,-1708,-2554,-3394,-4,20,-14,-8,12,-30,4,-24,0
2056,2056,0,-4208,-5010,-5778,-6574,-7362,-8104,-8926,-9712,-4,-14,4,-24,-4,4,4,10,0
2057,2057,0,-10404,-11110,-11880,-12592,-13284,-13976,-14692,-15338,-4,20,-14,-24,-48,-14,-30,-8,0
2058,2058,0,-15922,-16538,-17166,-17808,-18310,-18974,-19442,-20008,-4,-14,-14,10,-20,-14,4,10,0
2059,2059,0,-20426,-20990,-21518,-21924,-22216,-22670,-23076,-23470,28,-14,4,-24,12,-14,-14,10,0
2060,2060,0,-23682,-24022,-24350,-24638,-24742,-24954,-25184,-25392,12,4,20,-24,-32,4,4,10,0
2061,2061,0,-25440,-25600,-25662,-25796,-25744,-25728,-25780,-25780,12,20,-14,10,28,-14,20,26,0
2062,2062,0,-25664,-25536,-25440,-25360,-25120,-24922,-24758,-24574,-48,4,4,26,28,-30,20,10,0
2063,2063,0,-24210,-23958,-23664,-23388,-22908,-22558,-22180,-21828,28,-14,20,-24,-4,-30,-14,26,0
2064,2064,0,-21264,-20804,-20238,-19810,-19228,-18724,-18090,-17600,28,4,4,-8,-4,4,20,26,0
2065,2065,0,-16896,-16296,-15638,-15016,-14270,-13634,-12948,-12198,28,20,-14,10,-48,-14,-14,10,0
2066,2066,0,-11492,-10674,-9962,-9202,-8486,-7700,-6844,-6098,12,36,-14,10,12,4,20,-8,0
2067,2067,0,-5340,-4466,-3638,-2888,-2078,-1286,-420,376,-4,20,4,-24,12,4,-30,10,0
2068,2068,0,1204,1950,2830,3648,4428,5212,6048,6790,28,4,-14,-24,12,20,20,-24,0
2069,2069,0,7568,8282,9070,9826,10536,11248,12048,12782,-48,-14,20,10,28,4,20,-24,0
2070,2070,0,13396,14050,14768,15398,15962,16584,17246,17770,-32,4,-14,26,-32,-30,36,26,0
2071,2071,0,18306,18820,19416,19980,20344,20860,21326,21758,12,-14,4,10,28,-14,4,26,0
2072,2072,0,22092,22484,22896,23222,23456,23766,24094,24354,12,-30,20,10,-4,20,20,10,0
2073,2073,0,24504,24724,24958,25086,25182,25326,25392,25492,-4,4,20,-8,12,-14,20,-24,0
2074,2074,0,25486,25486,25526,25492,25342,25294,25232,25070,28,4,-14,-8,-32,4,4,-8,0
2075,2075,0,24894,24676,24520,24370,24042,23850,23482,23206,-4,-14,20,26,-4,-30,4,-24,0
2076,2076,0,22816,22468,22080,21710,21220,20780,20282,19834,-4,20,20,-8,12,20,-14,-8,0
2077,2077,0,19272,18724,18240,17610,16990,16388,15798,15154,-4,-14,-14,10,-48,4,4,10,0
2078,2078,0,14474,13800,13132,12392,11720,10944,10248,9436,-32,4,-14,-8,-32,4,20,10,0
2079,2079,0,8686,7898,7220,6352,5516,4754,3952,3146,44,36,4,10,-32,-14,-30,-24,0
2080,2080,0,2358,1524,700,-138,-952,-1772,-2554,-3394,-4,4,4,-8,12,-14,20,-8,0
2081,2081,0,-4224,-5026,-5762,-6622,-7346,-8120,-8894,-9696,-4,4,4,10,-4,4,4,-8,0
2082,2082,0,-10420,-11110,-11864,-12608,-13300,-13944,-14692,-15338,28,4,4,-24,-64,20,-14,10,0
2083,2083,0,-15906,-16538,-17166,-17808,-18326,-18974,-19442,-20008,-48,-14,-14,10,-48,4,4,-24,0
2084,2084,0,-20442,-20974,-21502,-21972,-22254,-22686,-23092,-23486,12,4,36,26,-64,4,4,26,0
2085,2085,0,-23698,-24022,-24318,-24606,-24774,-24922,-25184,-25424,12,20,4,10,-48,36,20,26,0
2086,2086,0,-25472,-25568,-25700,-25796,-25728,-25760,-25764,-25796,12,4,20,10,-4,20,20,10,0
2087,2087,0,-25632,-25552,-25440,-25360,-25168,-24890,-24774,-24558,-48,-14,-14,26,-32,20,20,26,0
2088,2088,0,-24194,-23974,-23702,-23388,-22924,-22558,-22180,-21724,12,4,-14,-40,-4,4,20,10,0
2089,2089,0,-21232,-20820,-20404,-19794,-19212,-18740,-18106,-17600,-4,-14,20,10,28,-14,4,-8,0
2090,2090,0,-16928,-16280,-15686,-15048,-14302,-13602,-12916,-12198,28,20,4,-8,-48,-30,4,10,0
2091,2091,0,-11492,-10706,-9962,-9250,-8454,-7684,-6910,-6098,-4,4,36,-24,-4,-14,20,-8,0
2092,2092,0,-5324,-4498,-3654,-2856,-2094,-1286,-388,376,-64,-14,20,-8,28,4,20,10,0
2093,2093,0,1172,1950,2814,3632,4406,5212,6032,6822,12,-14,20,10,-20,4,20,-24,0
2094,2094,0,7568,8298,9118,9842,10568,11216,12032,12714,-4,4,4,26,-4,-14,4,10,0
2095,2095,0,13348,14050,14752,15398,15962,16548,17230,17770,12,4,4,-8,-4,-14,20,26,0
2096,2096,0,18338,18820,19400,19916,20296,20844,21294,21774,-48,4,20,-8,-48,-14,4,-24,0
2097,2097,0,22060,22500,22858,23222,23456,23782,24110,24370,12,-30,-14,26,-4,-14,4,10,0
2098,2098,0,24520,24708,24942,25086,25182,25294,25376,25516,-48,-14,4,-8,28,-30,-14,-40,0
2099,2099,0,25486,25486,25472,25492,25358,25278,25232,25086,12,4,-30,10,-4,-14,-14,-8,0
2100,2100,0,24878,24724,24552,24320,24026,23834,23482,23190,-4,4,20,-24,-4,4,4,10,0
2101,2101,0,22778,22484,22112,21710,21236,20812,20370,19852,28,-46,20,-24,28,-14,4,-8,0
2102,2102,0,19288,18724,18208,17610,16990,16404,15814,15138,-4,36,20,-24,12,-14,4,10,0
2103,2103,0,14474,13816,13148,12424,11704,10944,10232,9452,-4,4,-14,-8,-20,-14,4,-8,0
2104,2104,0,8686,7930,7220,6400,5580,4792,3936,3130,28,4,4,10,-32,4,20,-8,0
2105,2105,0,2352,1492,684,-154,-984,-1708,-2570,-3394,-48,-30,20,26,-32,4,20,10,0
2106,2106,0,-4224,-5042,-5762,-6574,-7362,-8104,-8926,-9712,28,-14,4,-40,28,-14,20,-24,0
2107,2107,0,-10404,-11094,-11848,-12592,-13332,-13944,-14708,-15354,-4,-30,20,10,12,4,4,26,0
2108,2108,0,-15938,-16538,-17166,-17824,-18326,-18942,-19458,-19992,-4,-14,4,42,-4,-14,4,10,0
2109,2109,0,-20426,-20990,-21486,-21940,-22232,-22654,-23076,-23454,28,4,4,-8,-4,-30,4,-8,0
2110,2110,0,-23730,-24022,-24350,-24622,-24726,-24890,-25184,-25408,-48,-30,4,10,-4,-14,36,-8,0
2111,2111,0,-25456,-25568,-25700,-25796,-25728,-25712,-25780,-25780,12,4,4,-8,-20,-14,4,26,0
2112,2112,0,-25616,-25568,-25456,-25392,-25104,-24922,-24758,-24558,-48,20,4,10,-4,-14,-14,10,0
2113,2113,0,-24194,-23888,-23670,-23372,-22940,-22542,-22164,-21812,-4,20,4,26,12,-14,-14,42,0
2114,2114,0,-21216,-20772,-20340,-19778,-19244,-18740,-18090,-17550,-4,20,4,10,-4,4,20,10,0
2115,2115,0,-16896,-16296,-15654,-15048,-14302,-13650,-12948,-12182,-64,-14,4,42,12,4,-30,-24,0
2116,2116,0,-11476,-10690,-9978,-9234,-8454,-7652,-6844,-6130,-4,-14,4,10,12,20,4,10,0
2117,2117,0,-5308,-4434,-3638,-2872,-2110,-1254,-420,408,-4,20,20,-40,-48,4,36,10,0
2118,2118,0,1188,1982,2814,3664,4390,5228,6000,6790,12,4,20,-8,-4,4,4,10,0
2119,2119,0,7568,8314,9118,9826,10584,11248,12048,12750,-4,-14,-14,42,-4,-14,20,-8,0
2120,2120,0,13396,14098,14752,15414,15946,16600,17198,17802,-48,-14,4,10,12,-30,4,42,0
2121,2121,0,18338,18820,19368,19964,20328,20860,21278,21774,28,36,4,26,-4,4,20,10,0
2122,2122,0,22092,22500,22826,23238,23440,23798,24054,24354,-4,-14,-14,10,-4,-14,-30,26,0
2123,2123,0,24520,24724,24872,25086,25182,25278,25392,25532,-4,4,20,10,-4,4,4,10,0
2124,2124,0,25438,25438,25456,25532,25358,25294,25184,25118,-4,-14,36,10,12,4,-14,10,0
2125,2125,0,24926,24708,24536,24370,24074,23834,23482,23206,-64,-30,4,10,28,-46,4,-8,0
2126,2126,0,22762,22484,22096,21726,21236,20796,20314,19852,-4,20,20,26,-4,-14,36,-8,0
2127,2127,0,19304,18740,18192,17642,16990,16420,15814,15154,-4,-14,4,26,12,36,36,42,0
2128,2128,0,14474,13816,13164,12440,11672,10960,10200,9452,-48,20,-14,42,28,4,4,10,0
2129,2129,0,8702,7930,7112,6352,5564,4824,3968,3164,12,-14,-14,-8,44,-14,4,10,0
2130,2130,0,2294,1540,700,-122,-952,-1708,-2530,-3378,28,-30,-14,-8,12,4,-14,10,0
2131,2131,0,-4208,-4994,-5812,-6622,-7378,-8104,-8878,-9744,28,20,20,10,12,4,4,-24,0
2132,2132,0,-10420,-11094,-11848,-12608,-13284,-13944,-14708,-15354,12,20,-30,26,-4,4,20,10,0
2133,2133,0,-15938,-16506,-17214,-17856,-18326,-18974,-19490,-19976,-20,4,20,-8,-48,-14,-14,-24,0
2134,2134,0,-20426,-20926,-21550,-21972,-22270,-22606,-23084,-23470,12,-14,4,26,-4,-14,-14,-8,0
2135,2135,0,-23698,-23974,-24334,-24606,-24758,-24906,-25184,-25360,-48,-14,4,10,-32,20,4,-24,0
2136,2136,0,-25472,-25536,-25700,-25828,-25728,-25728,-25796,-25780,12,-14,-30,10,-48,-46,-14,-8,0
2137,2137,0,-25616,-25504,-25440,-25360,-25120,-24874,-24758,-24558,12,4,4,-24,28,36,4,-8,0
2138,2138,0,-24210,-23942,-23702,-23356,-22908,-22542,-22212,-21844,-20,20,-14,-40,12,20,20,10,0
2139,2139,0,-21216,-20820,-20372,-19794,-19212,-18724,-18122,-17534,-32,-14,-14,-8,12,4,4,10,0
2140,2140,0,-16928,-16264,-15670,-15048,-14270,-13602,-12948,-12198,-48,4,-14,-24,28,-30,20,10,0
2141,2141,0,-11476,-10674,-9994,-9234,-8438,-7684,-6876,-6130,-4,-14,-14,-24,-48,4,-14,10,0
2142,2142,0,-5324,-4498,-3638,-2856,-2094,-1222,-436,376,12,-14,4,-24,12,-30,4,10,0
2143,2143,0,1174,1998,2798,3648,4412,5244,5968,6806,-80,-14,20,10,12,-14,-14,26,0
2144,2144,0,7536,8282,9070,9826,10568,11282,12040,12766,-32,20,4,-8,-32,-14,-14,-8,0
2145,2145,0,13364,14114,14784,15398,15978,16584,17198,17786,12,4,-30,10,-4,20,4,10,0
2146,2146,0,18338,18836,19416,19916,20360,20876,21262,21774,12,4,4,10,28,36,20,26,0
2147,2147,0,22060,22484,22858,23190,23440,23818,24054,24354,12,20,4,26,12,4,4,-24,0
2148,2148,0,24520,24724,24942,25102,25214,25310,25376,25508,-32,4,4,42,44,-14,-14,26,0
2149,2149,0,25502,25454,25472,25516,25374,25310,25200,25102,-4,-30,20,-24,28,4,-14,-24,0
2150,2150,0,24926,24708,24536,24418,24026,23818,23466,23186,28,4,4,26,28,-30,20,26,0
2151,2151,0,22794,22484,22080,21742,21220,20828,20282,19852,28,-14,4,-8,12,-30,4,10,0
2152,2152,0,19288,18740,18192,17642,16990,16404,15814,15154,12,20,20,10,-4,-14,-14,-24,0
2153,2153,0,14458,13848,13148,12424,11688,10928,10216,9436,12,4,-14,-8,-4,-30,4,10,0
2154,2154,0,8670,7930,7128,6368,5564,4754,3920,3114,-4,-14,20,26,12,-14,20,42,0
2155,2155,0,2326,1524,716,-138,-984,-1740,-2570,-3394,-4,4,20,26,28,-46,4,-24,0
2156,2156,0,-4192,-5010,-5812,-6606,-7346,-8120,-8942,-9696,12,20,-14,26,12,20,4,26,0
2157,2157,0,-10420,-11078,-11864,-12608,-13268,-13928,-14740,-15354,-4,4,4,-8,28,-14,-14,-8,0
2158,2158,0,-15922,-16522,-17214,-17840,-18342,-18958,-19458,-20040,12,20,36,26,-48,-14,4,10,0
2159,2159,0,-20442,-20958,-21518,-21972,-22270,-22622,-23076,-23486,12,-30,36,42,-48,4,-14,10,0
2160,2160,0,-23650,-23990,-24334,-24638,-24726,-24922,-25200,-25408,12,4,-14,10,12,-30,-14,10,0
2161,2161,0,-25424,-25552,-25716,-25812,-25728,-25760,-25812,-25780,12,20,-30,26,-48,20,4,10,0
2162,2162,0,-25648,-25552,-25456,-25344,-25120,-24874,-24758,-24542,12,-14,-14,-8,-32,20,36,-24,0
2163,2163,0,-24210,-23958,-23702,-23404,-22908,-22526,-22252,-21844,12,-46,-14,-40,12,4,4,10,0
2164,2164,0,-21200,-20804,-20372,-19794,-19228,-18740,-18122,-17550,-48,-30,4,-24,12,4,4,26,0
2165,2165,0,-16912,-16264,-15702,-15032,-14302,-13650,-12916,-12182,-4,20,4,-8,-4,4,20,10,0
2166,2166,0,-11508,-10722,-10010,-9218,-8454,-7652,-6926,-6130,-48,-30,4,-24,12,20,-14,-8,0
2167,2167,0,-5324,-4466,-3638,-2856,-2078,-1270,-404,376,-4,4,-14,10,-4,4,36,42,0
2168,2168,0,1204,1998,2798,3664,4374,5212,6016,6806,-48,20,-14,42,-4,4,-46,10,0
2169,2169,0,7520,8314,9070,9842,10552,11314,12000,12730,28,20,4,-8,12,-30,-30,10,0
2170,2170,0,13364,14050,14736,15430,15930,16600,17198,17786,-4,20,-14,26,-48,-30,-14,10,0
2171,2171,0,18322,18836,19384,19948,20360,20860,21278,21774,28,-30,4,10,28,-30,-30,10,0
2172,2172,0,22092,22484,22842,23206,23456,23766,24054,24354,12,-14,4,10,-4,4,-14,10,0
2173,2173,0,24520,24692,24958,25134,25166,25294,25392,25532,-4,-30,20,42,28,4,20,-24,0
2174,2174,0,25438,25454,25472,25460,25374,25294,25232,25150,-4,-30,-14,-24,-4,-30,-14,10,0
2175,2175,0,24926,24724,24552,24370,24042,23798,23450,23206,-4,-14,4,10,-48,20,-14,10,0
2176,2176,0,22778,22484,22096,21742,21252,20764,20298,19868,12,-14,-14,26,-4,-14,4,10,0
2177,2177,0,19256,18724,18176,17658,16990,16370,15830,15170,12,4,20,26,-48,-14,20,26,0
2178,2178,0,14442,13816,13164,12424,11704,10944,10248,9486,-4,-14,20,26,-64,4,4,10,0
2179,2179,0,8702,7978,7160,6352,5548,4808,3996,3130,28,-14,-14,-8,12,4,4,10,0
2180,2180,0,2352,1524,652,-122,-984,-1756,-2514,-3378,-4,-30,4,26,12,20,4,26,0
2181,2181,0,-4224,-5010,-5762,-6622,-7410,-8088,-8878,-9696,12,20,4,10,12,20,4,-8,0
2182,2182,0,-10404,-11094,-11864,-12592,-13268,-13992,-14692,-15354,-32,4,20,-24,12,20,36,10,0
2183,2183,0,-15906,-16554,-17166,-17792,-18326,-18942,-19426,-20024,-32,4,20,-8,-4,4,-14,-8,0
2184,2184,0,-20426,-20974,-21518,-21956,-22216,-22638,-23084,-23486,-4,-14,4,-8,-4,20,4,-8,0
2185,2185,0,-23682,-24006,-24334,-24638,-24726,-24906,-25184,-25392,-4,20,-14,26,12,-14,-14,-8,0
2186,2186,0,-25424,-25568,-25700,-25780,-25744,-25728,-25796,-25796,12,-14,4,10,12,4,20,10,0
2187,2187,0,-25616,-25536,-25456,-25360,-25136,-24858,-24774,-24590,12,4,-30,10,-4,-14,-14,10,0
