Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt1_txdata[31:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt1_txcharisk[3:0],int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac1_int/syncb_logic,sysref_logic,sysref_o,u_ila_2_tx_aresetn
974,974,0,bcbcbcbc,bcbcbcbc,f,f,4316d6cc680c5bc73b0254c300f8dbc0f9ed00c068e4c9c08cdb2fc3a0d325c7,0,1,0,0,1
975,975,0,bcbcbcbc,bcbcbcbc,f,f,280edc3fef17b83f1821f13d6929943aaa30b835ac367b2f473b07285e3e8c1f,0,1,0,0,1
976,976,0,bcbcbcbc,bcbcbcbc,f,f,07d237c884cbeecd58c6efd4a7c209dd87c009e608c0b3ef2cc1c7f9edc30504,0,1,0,0,1
977,977,0,bcbcbcbc,bcbcbcbc,f,f,d63e921df83f2314773f300a563dfbffa339c5f57634d3ebf12d64e23f26b8d9,0,1,0,0,1
978,978,0,bcbcbcbc,bcbcbcbc,f,f,bdc444065ac958105dcf011aa0d60023f1de1a2b1ce81832e2f1cf3706fc173c,0,1,0,0,1
979,979,0,bcbcbcbc,bcbcbcbc,f,f,6b24f1d78e1b7ed0fd1142caf60767c5bafd0cc28ef347c0b3e925c06ae0a4c1,0,1,0,0,1
980,980,0,bcbcbcbc,bcbcbcbc,f,f,46fed43c8008393f831200400c1c233fdd24a83cbd2c9f3877332433e038582c,0,1,0,0,1
981,981,0,bcbcbcbc,bcbcbcbc,f,f,7ade30c235d6a0c503cf8fca12c9dcd089c45ed885c1e4e01cc036ea55c017f4,0,1,0,0,1
982,982,0,bcbcbcbc,bcbcbcbc,f,f,df39b22a7e3d8b22893f8119f33fd10fbb3eb805e73b7bfb8a375af1c1319ae7,0,1,0,0,1
983,983,0,bcbcbcbc,bcbcbcbc,f,f,9ac04ff6cfc2860095c6ba0ad4cba81469d20e1e29daaf26e1e2522e57ecc634,0,1,0,0,1
984,984,0,bcbcbcbc,bcbcbcbc,f,f,4f3089e5fe2894dca02087d46d1798cda00df3c77903bdc33cf912c12cef04c0,0,1,0,0,1
985,985,0,bcbcbcbc,bcbcbcbc,f,f,7fee03368af8cc3ac702143ef10cc43fc616d23f06203e3e7428123bd82f6336,0,1,0,0,1
986,986,0,bcbcbcbc,bcbcbcbc,f,f,02ed01c081e3f3c0bada82c3e7d29dc73dcc2acde5c605d404c300dcb3c0e6e4,0,1,0,0,1
987,987,0,bcbcbcbc,bcbcbcbc,f,f,50312a353037cd2ea73b3d27963eab1eeb3f51159d3f6a0bae3d39012b3a00f7,0,1,0,0,1
988,988,0,bcbcbcbc,bcbcbcbc,f,f,68c0f5e612c0acf060c1c8fa47c40605b7c8230f90cedd18aed5f421e2dd2c2a,0,1,0,0,1
989,989,0,bcbcbcbc,bcbcbcbc,f,f,3139c7f4e133dfea3c2d81e16f25ebd8ac1c56d12e13f2ca3209eac5f9fe5fc2,0,1,0,0,1
990,990,0,bcbcbcbc,bcbcbcbc,f,f,cfdfd72b0be9b732def24b3807fd6e3c4407053f5111fe3fec1a543fd7230b3d,0,1,0,0,1
991,991,0,bcbcbcbc,bcbcbcbc,f,f,b9fccdc191f231c0c2e838c08bdfe0c129d720c5d3cfe2c9b8c906d001c565d7,0,1,0,0,1
992,992,0,bcbcbcbc,bcbcbcbc,f,f,af25543c742d26380f34873254399d2b223d96235f3fa51afd3f0511f73ef606,0,1,0,0,1
993,993,0,bcbcbcbc,bcbcbcbc,f,f,2bc429d950c1c6e10fc029eb71c014f575c247ff0bc67f091ecb79138bd1f31c,0,1,0,0,1
994,994,0,bcbcbcbc,bcbcbcbc,f,f,853eb8048a3b7afa083760f01d31ade6f1299fddb12174d594185fced70e8fc8,0,1,0,0,1
995,995,0,bcbcbcbc,bcbcbcbc,f,f,1fd3f01efada7b27c7e3022f4ded56354ef74b3a8801c33db80ba63f9b15e73f,0,1,0,0,1
996,996,0,bcbcbcbc,bcbcbcbc,f,f,a40c78c7780268c33cf8e5c034ee00c09fe4bfc0bfdb1cc3ccd309c7fbcc6bcc,0,1,0,0,1
997,997,0,bcbcbcbc,bcbcbcbc,f,f,b617bd3fe420003e3a29ad3a8230d9358c36a42f303b3728503ec21fd83f7c16,0,1,0,0,1
998,998,0,bcbcbcbc,bcbcbcbc,f,f,a7cbc8cd73c6c1d4b8c2d6dc8fc0d1e506c077ef21c18af9d8c3c80319c8ec0d,0,1,0,0,1
999,999,0,bcbcbcbc,bcbcbcbc,f,f,f63f5d147f3f6d0a683d3800be3901f699340dec1c2e9be27026ead9c81d32d2,0,1,0,0,1
1000,1000,0,bcbcbcbc,bcbcbcbc,f,f,3ac91d1036cfc91971d6cd22bddeec2ae3e7f231a7f1b137c9fb023c0706ca3e,0,1,0,0,1
1001,1001,0,bcbcbcbc,bcbcbcbc,f,f,c51ba7d0371264ca320880c5f7fd1cc2caf34dc0ece921c09fe097c120d8a6c4,0,1,0,0,1
1002,1002,0,bcbcbcbc,bcbcbcbc,f,f,4308303f48120040d51b2d3fab24bb3c912cbc3853334833c438852cc13c9d24,0,1,0,0,1
1003,1003,0,bcbcbcbc,bcbcbcbc,f,f,64d687c52acf6dca31c9b2d09fc42ed893c1afe01fc0fce94fc0dbf320c209fe,0,1,0,0,1
1004,1004,0,bcbcbcbc,bcbcbcbc,f,f,6c3dbe22813fba19f63f0c10c73ef505fc3bb8fba83796f1e731d3e7df2aaede,0,1,0,0,1
1005,1005,0,bcbcbcbc,bcbcbcbc,f,f,bdc249007ac67e0ab1cb6e143ed2d71df7d97e26aae2282e1deca33413f6c539,0,1,0,0,1
1006,1006,0,bcbcbcbc,bcbcbcbc,f,f,2d29c7dcd520b5d4a617becddc0d10c8b703d2c379f91ec167ef06c0c1e592c0,0,1,0,0,1
1007,1007,0,bcbcbcbc,bcbcbcbc,f,f,4ef8b43a8902053eb50cbf3f8c16d73fd11f4c3e44282a3bb02f8336e2357730,0,1,0,0,1
1008,1008,0,bcbcbcbc,bcbcbcbc,f,f,b7e3e8c0ecda6ec313d380c761cc05cd01c7d8d317c3cddbbcc0afe401c044ee,0,1,0,0,1
1009,1009,0,bcbcbcbc,bcbcbcbc,f,f,1137f62e903b6d27893ee11ee83f8a15a43fa70bbf3d7701443a3df74c353ded,0,1,0,0,1
1010,1010,0,bcbcbcbc,bcbcbcbc,f,f,10c071f053c18bfa31c4c90498c8e70e6acea41881d5c021aeddfe29bde62831,0,1,0,0,1
1011,1011,0,bcbcbcbc,bcbcbcbc,f,f,053419eb672db7e1a1251cd9e31c80d1681314cb6e0904c636ff70c203f56fc0,0,1,0,0,1
1012,1012,0,bcbcbcbc,bcbcbcbc,f,f,d2e89232a2f22e38cafc5a3c0707fa3e1611fd3fb41a5d3fa4231d3daa2b4d39,0,1,0,0,1
1013,1013,0,bcbcbcbc,bcbcbcbc,f,f,cdf236c0fbe833c0c0dfd2c158d708c5fbcfc1c9d9c9decf19c536d7dcc19adf,0,1,0,0,1
1014,1014,0,bcbcbcbc,bcbcbcbc,f,f,482d4338eb33ad323939ca2b103dc823573fdc1afe3f4011023f3307683cf6fc,0,1,0,0,1
1015,1015,0,bcbcbcbc,bcbcbcbc,f,f,5cc190e112c0efea6ac0d8f464c20afff1c54309fcca3e1361d1bc1cf9d87d25,0,1,0,0,1
1016,1016,0,bcbcbcbc,bcbcbcbc,f,f,a03bb7fa27379bf04531e5e61f2ad3dde521a1d5cd1886ce120faec8f50441c4,0,1,0,0,1
1017,1017,0,bcbcbcbc,bcbcbcbc,f,f,c8da4a2790e3d92e13ed343511f7323a4b01b33d7b0b9f3f6115ea3fba1e923e,0,1,0,0,1
1018,1018,0,bcbcbcbc,bcbcbcbc,f,f,b5027cc379f8f0c06eee01c0d7e4b6c0f1db0ac3f8d3edc620cd47cc95c7f4d2,0,1,0,0,1
1019,1019,0,bcbcbcbc,bcbcbcbc,f,f,af200f3e0b29c53a5a30fa356c36cd2f193b6628423ef71fd43fb616c33fe00c,0,1,0,0,1
1020,1020,0,bcbcbcbc,bcbcbcbc,f,f,8ec694d4cac2a3dc97c099e505c03cef16c14df9c3c38b03fbc7b10da2cd7d17,0,1,0,0,1
1021,1021,0,bcbcbcbc,bcbcbcbc,f,f,873fa90a793d7500d8393ef6bc3447ec462ed1e2a1261bdafe1d5dd29714cacb,0,1,0,0,1
1022,1022,0,bcbcbcbc,bcbcbcbc,f,f,0ecf911942d6992289debf2aaae7cc316bf192378cfbed3bca05be3ee10ff43f,0,1,0,0,1
1023,1023,0,bcbcbcbc,bcbcbcbc,f,f,721285ca6f0899c535fe2bc206f453c026ea1dc0d5e089c150d88fc4d0d01bc9,0,1,0,0,1
